,Unnamed: 0,Unnamed: 0.1,ID,x,y,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID.1,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
337,337,576,232,590779.7757,6136754.699,130651.05,5522.121844,N,1025.940894,E,4,10,1.1,23.089,M,39.413,M,1,0013*79,,Light Fixture,,232,-,-,1034152911,-,-
336,336,457,230,590790.9284,6136730.795,120825.6,5522.108837,N,1025.950984,E,4,13,0.8,23.346,M,39.413,M,1.6,0013*7F,,Light Fixture,,230,-,-,1034152916,-,-
335,335,452,224,590771.5494,6136729.061,120651.4,5522.108117,N,1025.93261,E,4,12,1,23.166,M,39.413,M,1.4,0013*7F,,Light Fixture,,224,-,-,1034152915,-,-
334,334,446,218,590752.4323,6136727.239,120301.9,5522.107347,N,1025.914483,E,4,14,0.8,23.198,M,39.413,M,0.9,0013*7F,,Light Fixture,,218,-,-,1034152914,-,-
333,333,438,209,590714.4055,6136723.456,115809.05,5522.10573,N,1025.878422,E,4,14,0.8,23.557,M,39.413,M,1,0013*70,,Light Fixture,,209,-,-,1034152912,-,-
332,332,480,203,590792.5841,6136712.906,121757.05,5522.099176,N,1025.952202,E,4,12,0.9,23.264,M,39.413,M,1,0013*7D,,Light Fixture,,203,-,-,1034152917,-,-
331,331,477,200,590773.3686,6136711.455,121640.65,5522.098608,N,1025.933989,E,4,12,1,23.054,M,39.413,M,1.6,0013*7F,,Light Fixture,,200,-,-,1034152918,-,-
330,330,470,194,590754.1617,6136709.458,121416.3,5522.097744,N,1025.915774,E,4,12,0.9,23.149,M,39.413,M,1.3,0013*71,,Light Fixture,,194,-,-,1034152919,-,-
329,329,466,189,590735.2811,6136707.351,121241.55,5522.096818,N,1025.897865,E,4,13,0.8,23.216,M,39.413,M,1.5,0013*7C,,Light Fixture,,189,-,-,1034152920,-,-
328,328,463,186,590715.9481,6136705.695,121124.95,5522.096139,N,1025.879537,E,4,12,1.1,23.403,M,39.413,M,0.9,0013*75,,Light Fixture,,186,-,-,1034152921,-,-
327,327,498,183,590717.993,6136687.644,122528.65,5522.086388,N,1025.88112,E,4,12,1.1,23.28,M,39.413,M,1.6,0013*7E,,Light Fixture,,183,-,-,1034152922,-,-
326,326,493,175,590737.1312,6136689.867,122320.4,5522.087374,N,1025.899276,E,4,10,1.3,23.3,M,39.413,M,1.4,0013*7F,,Light Fixture,,175,-,-,1034152923,-,-
325,325,489,172,590756.1815,6136691.714,122152.8,5522.088158,N,1025.91734,E,4,13,0.9,23.41,M,39.413,M,0.8,0013*7E,,Light Fixture,,172,-,-,1034152924,-,-
324,324,484,165,590775.2922,6136693.149,121935.15,5522.08872,N,1025.935453,E,4,11,1,23.164,M,39.413,M,1.1,0013*74,,Light Fixture,,165,-,-,1034152925,-,-
323,323,481,162,590794.2897,6136695.434,121842,5522.08974,N,1025.953476,E,4,11,1.1,23.254,M,39.413,M,1,0013*76,,Light Fixture,,162,-,-,1034152926,-,-
322,322,432,146,590699.0127,6136749.6,115513.7,5522.119991,N,1025.864364,E,4,15,0.8,23.486,M,39.413,M,1.7,0013*78,,Light Fixture,,146,-,-,1210520552,-,-
321,321,430,145,590697.0172,6136771.881,115428.45,5522.132023,N,1025.862909,E,4,14,0.8,23.498,M,39.413,M,1.5,0013*7C,,Light Fixture,,145,-,-,1210520553,-,-
320,320,425,144,590694.4681,6136797.102,115132.55,5522.145645,N,1025.860987,E,4,11,1.1,23.517,M,39.413,M,1.5,0013*7B,,Light Fixture,,144,-,-,1210520554,-,-
319,319,424,143,590692.066,6136822.11,115100.2,5522.15915,N,1025.8592,E,4,11,1.1,23.506,M,39.413,M,1.2,0013*72,,Light Fixture,,143,-,-,1210520555,-,-
318,318,426,142,590682.7705,6136791.255,115202.65,5522.142623,N,1025.849803,E,4,11,1,24.028,M,39.413,M,1.6,0013*71,,Light Fixture,,142,-,-,-,-,-
317,317,428,141,590671.7831,6136789.817,115319.6,5522.141969,N,1025.839377,E,4,6,1.9,24.195,M,39.413,M,1.6,0013*73,,Light Fixture,,141,-,-,-,-,-
316,316,427,140,590661.9117,6136788.953,115301.05,5522.141613,N,1025.830018,E,4,10,1.3,24.728,M,39.413,M,2,0013*76,,Light Fixture,,140,-,-,-,-,-
315,315,423,138,590658.3614,6136796.296,114932.95,5522.14561,N,1025.826801,E,4,9,1.4,24.527,M,39.413,M,2,0013*77,,Light Fixture,,138,-,-,1034152956,-,-
313,313,420,137,590660.9803,6136772.082,114830,5522.13253,N,1025.828808,E,4,9,1.4,24.393,M,39.413,M,1,0013*78,,Light Fixture,,137,-,-,1034152955,-,-
312,312,415,134,590667.706,6136755.779,114614.7,5522.123669,N,1025.834856,E,4,8,1.4,23.842,M,39.413,M,0.7,0013*70,,Light Fixture,,134,-,-,1034152955,-,-
311,311,414,132,590658.177,6136746.921,114537.75,5522.119,N,1025.825666,E,4,10,1.6,23.445,M,39.413,M,1.8,0013*7F,,Light Fixture,,132,-,-,-,-,-
310,310,410,130,590648.8842,6136745.942,114220.75,5522.118575,N,1025.816853,E,4,9,1.9,23.441,M,39.413,M,1.8,0007*76,,Light Fixture,,130,-,-,1034152975,-,-
308,308,402,121,590653.5418,6136724.546,113813.25,5522.106992,N,1025.820845,E,4,12,0.9,23.967,M,39.413,M,1.3,0007*70,,Light Fixture,,121,-,-,-,-,-
307,307,400,120,590662.9634,6136731.351,113711.05,5522.110555,N,1025.829893,E,4,13,0.9,23.518,M,39.413,M,1,0007*73,,Light Fixture,,120,-,-,1034152954,-,-
306,306,394,111,590665.4083,6136704.133,113313.45,5522.095857,N,1025.831678,E,4,15,0.8,24.038,M,39.413,M,1.5,0007*71,,Light Fixture,,111,-,-,-,-,-
305,305,376,109,590670.9019,6136694.971,112312.65,5522.090859,N,1025.836699,E,4,12,1.2,24.043,M,39.413,M,1.6,0007*76,,Light Fixture,,109,-,-,-,-,-
304,304,377,108,590693.8196,6136697.281,112346.05,5522.09185,N,1025.858431,E,4,13,0.8,23.669,M,39.413,M,2,0007*7B,,Light Fixture,,108,-,-,1103669242,-,-
303,303,392,101,590671.01,6136726.149,113155.35,5522.107662,N,1025.837407,E,4,14,0.8,23.68,M,39.413,M,1.4,0007*71,,Light Fixture,,101,-,-,1034152988,-,-
302,302,374,85,590667.1581,6136684.729,112159.6,5522.085379,N,1025.832956,E,4,11,1,24.127,M,39.413,M,1.6,0007*7C,,Light Fixture,,85,-,-,1034153008,-,-
301,301,370,82,590692.2605,6136687.168,112017.2,5522.086416,N,1025.856759,E,4,16,0.7,24.065,M,39.413,M,1.2,0007*71,,Light Fixture,,82,-,-,-,-,-
300,300,371,81,590680.1363,6136686.086,112048.7,5522.085968,N,1025.845264,E,4,14,0.8,24.207,M,39.413,M,1.7,0007*78,,Light Fixture,,81,-,-,-,-,-
299,299,368,77,590694.0933,6136667.096,111921.9,5522.075577,N,1025.858103,E,4,14,0.8,24.064,M,39.413,M,1.9,0007*75,,Light Fixture,,77,-,-,-,-,-
298,298,366,76,590682.5038,6136665.662,111808.45,5522.074933,N,1025.847108,E,4,16,0.7,24.183,M,39.413,M,1.5,0007*74,,Light Fixture,,76,-,-,-,-,-
297,297,367,75,590681.3801,6136665.177,111830.15,5522.074684,N,1025.846035,E,4,15,0.8,24.08,M,39.413,M,1.1,0007*73,,Light Fixture,,75,-,-,-,-,-
296,296,358,67,590698.2798,6136653.674,111350.55,5522.068297,N,1025.861804,E,4,14,0.9,23.406,M,39.413,M,1.5,0007*74,,Light Fixture,,67,-,-,1103669300,-,-
295,295,345,48,590721.1758,6136652.176,105901.15,5522.067235,N,1025.883443,E,4,11,1.1,23.525,M,39.415,M,1.1,0000*72,,Light Fixture,,48,-,-,1103668991,-,-
294,294,339,44,590732.3709,6136670.42,105206.45,5522.076945,N,1025.894392,E,4,12,0.9,23.465,M,39.415,M,1.5,0000*70,,Light Fixture,,44,-,-,1034152930,-,-
293,293,300,26,590783.1855,6136672.138,103500.4,5522.077308,N,1025.942514,E,4,11,1,23.496,M,39.415,M,1.4,0000*7E,,Light Fixture,,26,-,-,1034152928,-,-
291,291,315,15,590757.1809,6136671.357,104101.5,5522.077175,N,1025.917889,E,4,12,0.9,23.519,M,39.415,M,1.5,0000*7A,,Light Fixture,,15,-,-,1103668986,-,-
290,290,320,10,590758.1812,6136659.283,104253.7,5522.070656,N,1025.918601,E,4,11,1.2,23.5,M,39.415,M,1.7,0000*74,,Light Fixture,,10,-,-,1103669248,-,-
289,289,304,1,590780.5189,6136655.155,103654.15,5522.068184,N,1025.93966,E,4,12,1.3,23.679,M,39.415,M,1.1,0000*7F,,Light Fixture,,1,-,-,-,-,-
288,288,293,0,590802.3145,6136656.916,103047.45,5522.068891,N,1025.96032,E,4,12,0.9,23.347,M,39.415,M,2.5,0000*77,Second validation from here,Light Fixture,,0,-,-,1103669411,-,-
287,287,566,583,590708.8932,6136781.449,130149.7,5522.137048,N,1025.874334,E,4,8,2,23.256,M,39.413,M,0.7,0013*7D,,Fuse Box,,583,-,-,-,-,-
286,286,563,580,590709.1979,6136802.031,130035.4,5522.148138,N,1025.875023,E,4,8,2.2,23.645,M,39.413,M,1.4,0013*75,,Fuse Box,,580,-,-,-,-,-
285,285,517,533,590800.5436,6136701.502,123200.6,5522.092942,N,1025.959512,E,4,10,1.1,22.37,M,39.413,M,0.6,0013*78,,Downspout Grille,,533,-,-,-,-,-
284,284,436,452,590680.2182,6136735.936,115643.65,5522.112835,N,1025.846312,E,4,13,0.8,23.39,M,39.413,M,1.6,0013*7D,,Downspout Grille,,452,-,-,-,-,-
283,283,539,286,590714.6397,6136817.62,125034.1,5522.15648,N,1025.880476,E,4,10,1.9,22.766,M,39.413,M,1.1,0013*79,,Downspout Grille,,286,-,-,1210521229,-,-
282,282,541,284,590733.9486,6136819.351,125114,5522.157199,N,1025.898783,E,4,10,1.2,22.698,M,39.413,M,1,0013*72,,Downspout Grille,,284,-,-,1202730954,-,-
281,281,543,282,590753.1865,6136821.11,125157.05,5522.157934,N,1025.917024,E,4,8,2.3,22.752,M,39.413,M,2,0013*7A,,Downspout Grille,,282,-,-,1202730953,-,-
280,280,545,280,590772.6658,6136823.062,125234.55,5522.15877,N,1025.935497,E,4,8,1.4,22.726,M,39.413,M,1.5,0013*71,,Downspout Grille,,280,-,-,1202730952,-,-
279,279,525,272,590732.1562,6136839.273,124337.25,5522.167956,N,1025.897475,E,4,13,0.8,23.295,M,39.413,M,1.3,0013*72,,Downspout Grille,,272,-,-,-,-,-
278,278,527,270,590712.8475,6136837.323,124427.1,5522.167119,N,1025.879163,E,4,8,1.9,22.389,M,39.413,M,1.1,0013*70,,Downspout Grille,,270,-,-,1210521228,-,-
277,277,528,267,590698.9015,6136820.144,124515.1,5522.158015,N,1025.865631,E,4,6,2.7,22.16,M,39.413,M,1.1,0013*7D,,Downspout Grille,,267,-,-,-,-,-
276,276,530,266,590700.3451,6136805.313,124556.95,5522.150005,N,1025.866709,E,4,8,2,22.264,M,39.413,M,2,0013*7B,,Downspout Grille,,266,-,-,-,-,-
275,275,531,264,590701.7778,6136790.268,124654.7,5522.14188,N,1025.867772,E,4,8,2.5,22.327,M,39.413,M,0.7,0013*7F,,Downspout Grille,,264,-,-,-,-,-
274,274,533,259,590702.9987,6136776.706,124733.45,5522.134557,N,1025.868664,E,4,8,1.5,22.322,M,39.413,M,1.5,0013*73,,Downspout Grille,,259,-,-,-,-,-
273,273,574,252,590793.3525,6136779.708,130601.05,5522.135174,N,1025.95423,E,4,9,1.7,22.3,M,39.413,M,1,0013*72,,Downspout Grille,,252,-,-,-,-,-
272,272,534,245,590704.4875,6136761.926,124802.05,5522.126575,N,1025.869785,E,4,8,1.9,22.277,M,39.413,M,1,0013*77,,Downspout Grille,,245,-,-,-,-,-
271,271,536,243,590705.6101,6136750.281,124838.85,5522.120285,N,1025.870621,E,4,9,1.2,22.344,M,39.413,M,1.9,0013*72,,Downspout Grille,,243,-,-,-,-,-
270,270,537,242,590704.4605,6136746.865,124857.8,5522.118457,N,1025.869466,E,4,10,1.3,22.42,M,39.413,M,1.8,0013*7A,,Downspout Grille,,242,-,-,1034152747,-,-
269,269,437,240,590707.846,6136735.301,115729.2,5522.112186,N,1025.872445,E,4,15,0.8,23.367,M,39.413,M,1.2,0013*7E,,Downspout Grille,,240,-,-,1034152749,-,-
268,268,456,229,590786.1734,6136729.494,120812.05,5522.108189,N,1025.946458,E,4,11,1.2,22.35,M,39.413,M,2,0013*7F,,Downspout Grille,,229,-,-,1034152762,-,-
267,267,455,228,590785.885,6136731.74,120755.4,5522.109402,N,1025.946229,E,4,13,0.8,22.459,M,39.413,M,1.4,0013*73,,Downspout Grille,,228,-,-,1034152763,-,-
266,266,449,222,590768.2119,6136727.744,120546.7,5522.107445,N,1025.929426,E,4,14,0.8,23.385,M,39.413,M,1.7,0013*7F,,Downspout Grille,,222,-,-,-,-,-
265,265,450,221,590768.2133,6136730.049,120619.15,5522.108687,N,1025.929472,E,4,14,0.8,23.276,M,39.413,M,1.1,0013*71,,Downspout Grille,,221,-,-,-,-,-
264,264,448,220,590753.8315,6136726.377,120506.25,5522.106867,N,1025.91579,E,4,14,0.8,23.363,M,39.413,M,1.3,0013*71,,Downspout Grille,,220,-,-,1034152756,-,-
263,263,447,219,590753.4856,6136728.551,120440.6,5522.108043,N,1025.915505,E,4,14,0.8,23.376,M,39.413,M,1.6,0013*74,,Downspout Grille,,219,-,-,-,-,-
262,262,444,216,590739.7008,6136725.018,120213.9,5522.106292,N,1025.902391,E,4,14,0.8,23.255,M,39.413,M,1.9,0013*77,,Downspout Grille,,216,-,-,1034152757,-,-
261,261,442,214,590735.1309,6136726.928,120044.15,5522.107371,N,1025.898103,E,4,14,0.8,23.262,M,39.413,M,1.1,0013*72,,Downspout Grille,,214,-,-,-,-,-
260,260,440,211,590719.303,6136723.004,115845.95,5522.105432,N,1025.883048,E,4,15,0.8,23.464,M,39.413,M,0.9,0013*71,,Downspout Grille,,211,-,-,1103669801,-,-
259,259,439,210,590718.9999,6136725.227,115832.15,5522.106633,N,1025.882805,E,4,15,0.8,23.419,M,39.413,M,1.1,0013*77,,Downspout Grille,,210,-,-,1034152750,-,-
258,258,462,208,590709.9892,6136714.104,121102.3,5522.100738,N,1025.874061,E,4,12,1,22.383,M,39.413,M,1.3,0013*75,,Downspout Grille,,208,-,-,1103669600,-,-
257,257,479,202,590787.8376,6136711.476,121743,5522.098458,N,1025.947682,E,4,10,1.4,22.377,M,39.413,M,2,0013*7B,,Downspout Grille,,202,-,-,1034152760,-,-
256,256,478,201,590787.6393,6136713.747,121719.5,5522.099685,N,1025.947539,E,4,10,1.3,22.44,M,39.413,M,1.5,0013*73,,Downspout Grille,,201,-,-,1034152761,-,-
255,255,476,199,590770.9821,6136709.887,121620.35,5522.097789,N,1025.9317,E,4,11,1.1,22.377,M,39.413,M,1.4,0013*73,,Downspout Grille,,199,-,-,1034152759,-,-
254,254,475,198,590770.889,6136712.163,121604.35,5522.099017,N,1025.931656,E,4,12,0.9,22.358,M,39.413,M,1.4,0013*77,,Downspout Grille,,198,-,-,1034152758,-,-
253,253,471,193,590753.5689,6136708.352,121448.4,5522.097154,N,1025.915191,E,4,13,0.8,23.282,M,39.413,M,1.4,0013*75,,Downspout Grille,,193,-,-,-,-,-
252,252,469,192,590754.1869,6136710.515,121355,5522.098314,N,1025.915818,E,4,11,1.2,22.384,M,39.413,M,2,0013*7C,,Downspout Grille,,192,-,-,-,-,-
251,251,468,191,590737.7165,6136706.635,121318,5522.096405,N,1025.900156,E,4,8,1.5,22.437,M,39.413,M,2,0013*79,,Downspout Grille,,191,-,-,1034152755,-,-
250,250,467,190,590737.5648,6136708.926,121302.4,5522.097642,N,1025.900057,E,4,10,1.3,22.362,M,39.413,M,1.4,0013*71,,Downspout Grille,,190,-,-,1034152754,-,-
249,249,465,188,590721.0541,6136705.029,121213.4,5522.095724,N,1025.884356,E,4,12,0.8,22.411,M,39.413,M,1.4,0013*7A,,Downspout Grille,,188,-,-,1034152753,-,-
248,248,464,187,590721.6065,6136707.116,121146.35,5522.096842,N,1025.884919,E,4,5,2.4,22.789,M,39.413,M,1.4,0013*7D,,Downspout Grille,,187,-,-,1034152752,-,-
247,247,499,184,590712.0146,6136692.684,122551.65,5522.08917,N,1025.875561,E,4,12,0.9,22.365,M,39.413,M,0.6,0013*7D,,Downspout Grille,,184,-,-,1103669971,-,-
246,246,496,182,590722.5133,6136689.441,122413.35,5522.087306,N,1025.885433,E,4,9,1.4,22.439,M,39.413,M,1.4,0013*74,,Downspout Grille,,182,-,-,1034152771,-,-
245,245,497,181,590722.6183,6136687.14,122437.7,5522.086065,N,1025.885488,E,4,8,1.5,22.458,M,39.413,M,1.7,0013*79,,Downspout Grille,,181,-,-,1034152770,-,-
244,244,492,176,590740.445,6136689.075,122257.25,5522.08691,N,1025.902396,E,4,12,0.9,23.502,M,39.413,M,1.3,0013*74,,Downspout Grille,,176,-,-,1034152769,-,-
243,243,491,173,590740.0354,6136691.111,122238.9,5522.088013,N,1025.902048,E,4,13,0.9,23.458,M,39.413,M,1.9,0013*76,,Downspout Grille,,173,-,-,-,-,-
242,242,488,171,590757.1305,6136692.673,122142.75,5522.088665,N,1025.918257,E,4,12,1.1,23.304,M,39.413,M,0.8,0013*74,,Downspout Grille,,171,-,-,-,-,-
241,241,487,169,590757.3583,6136690.538,122041.3,5522.087512,N,1025.91843,E,4,11,1.3,22.416,M,39.413,M,1.3,0013*75,,Downspout Grille,,169,-,-,1034152768,-,-
240,240,485,167,590772.7903,6136694.323,121952.7,5522.08938,N,1025.933108,E,4,11,1.3,22.387,M,39.413,M,0.7,0013*7B,,Downspout Grille,,167,-,-,1034152766,-,-
239,239,486,166,590772.8684,6136692.036,122010.8,5522.088147,N,1025.933138,E,4,8,1.6,22.445,M,39.413,M,0.8,0013*79,,Downspout Grille,,166,-,-,1034152767,-,-
238,238,482,164,590789.4161,6136695.891,121857.85,5522.090041,N,1025.948873,E,4,9,1.5,22.461,M,39.413,M,0.9,0013*74,,Downspout Grille,,164,-,-,1034152764,-,-
237,237,483,163,590789.6107,6136693.646,121909.45,5522.088829,N,1025.949013,E,4,9,1.5,22.4,M,39.413,M,1.5,0013*73,,Downspout Grille,,163,-,-,1034152765,-,-
236,236,295,160,590802.6699,6136679.758,103239,5522.081199,N,1025.961101,E,4,10,1.2,23.361,M,39.415,M,1,0000*75,,Downspout Grille,,160,-,-,-,-,-
235,235,515,159,590790.5087,6136680.724,123111.75,5522.081854,N,1025.949611,E,4,10,1.3,22.399,M,39.413,M,1.8,0013*7F,,Downspout Grille,,159,-,-,1034152780,-,-
232,232,511,157,590774.1406,6136679.107,123035.7,5522.081164,N,1025.93409,E,4,9,1.6,22.299,M,39.413,M,1.7,0013*7F,,Downspout Grille,,157,-,-,1034152775,-,-
231,231,510,156,590759.2354,6136677.697,123013.4,5522.080569,N,1025.919957,E,4,10,1,22.418,M,39.413,M,1.4,0013*7A,,Downspout Grille,,156,-,-,1034152773,-,-
230,230,508,155,590740.6173,6136675.886,122935.1,5522.0798,N,1025.902303,E,4,8,1.4,22.347,M,39.413,M,1.1,0013*7C,,Downspout Grille,,155,-,-,1103669990,-,-
229,229,507,154,590727.6166,6136674.633,122912.35,5522.079269,N,1025.889975,E,4,10,1.3,22.354,M,39.413,M,1.4,0013*78,,Downspout Grille,,154,-,-,1034152748,-,-
228,228,506,152,590713.9406,6136673.26,122843.05,5522.07868,N,1025.877006,E,4,11,1.2,22.347,M,39.413,M,1,0013*78,,Downspout Grille,,152,-,-,-,-,-
227,227,385,151,590705.2847,6136738.289,112821.55,5522.113825,N,1025.870079,E,4,14,0.8,23.391,M,39.413,M,1.5,0007*7D,,Downspout Grille,,151,-,-,-,-,-
226,226,434,149,590679.4624,6136744.452,115605.3,5522.117433,N,1025.845762,E,4,12,1.2,23.414,M,39.413,M,1.3,0013*79,,Downspout Grille,,149,-,-,-,-,-
225,225,433,147,590695.5747,6136746.041,115533.9,5522.118111,N,1025.861041,E,4,15,0.8,23.413,M,39.413,M,0.9,0013*78,,Downspout Grille,,147,-,-,1034152870,-,-
224,224,421,139,590658.5225,6136791.911,114908.15,5522.143245,N,1025.826868,E,4,9,1.4,24.602,M,39.413,M,1.1,0013*74,,Downspout Grille,,139,-,-,1034152871,-,-
223,223,413,131,590654.1068,6136741.977,114511.15,5522.11638,N,1025.821718,E,4,10,1.6,23.442,M,39.413,M,1.1,0013*7D,,Downspout Grille,,131,-,-,-,-,-
222,222,412,129,590654.7221,6136733.473,114448.8,5522.11179,N,1025.822135,E,4,12,0.9,23.477,M,39.413,M,1.8,0013*75,,Downspout Grille,,129,-,-,-,-,-
221,221,411,128,590646.4833,6136732.546,114303.3,5522.111381,N,1025.81432,E,4,9,1.9,23.556,M,39.413,M,3.3,0007*7B,,Downspout Grille,,128,-,-,-,-,-
220,220,350,54,590715.2722,6136649.444,110952.45,5522.065829,N,1025.877803,E,4,15,0.8,23.531,M,39.413,M,1.5,0007*72,,Downspout Grille,,54,-,-,1103665914,-,-
219,219,337,53,590728.6674,6136661.459,105107.1,5522.072156,N,1025.890713,E,4,11,1.2,23.424,M,39.415,M,1.1,0000*73,,Downspout Grille,,53,-,-,-,-,-
217,217,335,52,590734.6879,6136662.049,105023.9,5522.072408,N,1025.896422,E,4,11,1.2,23.386,M,39.415,M,1.9,0000*79,,Downspout Grille,,52,-,-,1103670043,-,-
216,216,342,47,590722.6661,6136660.888,105312.55,5522.071915,N,1025.885023,E,4,12,0.9,23.435,M,39.415,M,1.5,0000*7F,,Downspout Grille,,47,-,-,1103669749,-,-
215,215,330,37,590740.5949,6136662.703,104636.05,5522.072694,N,1025.902025,E,4,11,1.2,23.42,M,39.415,M,1,0000*7B,,Downspout Grille,,37,-,-,1034152774,-,-
214,214,319,31,590760.0755,6136664.469,104235.35,5522.073431,N,1025.920494,E,4,11,1.2,23.404,M,39.415,M,1.4,0000*7E,,Downspout Grille,,31,-,-,1103669774,-,-
213,213,310,30,590765.9684,6136665.041,103911.85,5522.073674,N,1025.926082,E,4,12,1,23.413,M,39.415,M,0.9,0000*77,,Downspout Grille,,30,-,-,1103669436,-,-
212,212,306,28,590772.0176,6136665.591,103757.55,5522.073903,N,1025.931818,E,4,12,1,23.419,M,39.415,M,1.5,0000*79,,Downspout Grille,,28,-,-,1034152777,-,-
211,211,301,25,590782.3179,6136666.546,103522.7,5522.074303,N,1025.941584,E,4,11,1,23.366,M,39.415,M,0.7,0000*7F,,Downspout Grille,,25,-,-,1103669907,-,-
210,210,294,22,590804.152,6136658.267,103106.25,5522.069599,N,1025.962085,E,4,12,0.9,23.349,M,39.415,M,1.3,0000*7D,,Downspout Grille,,22,-,-,-,-,-
209,209,419,136,590660.0489,6136757.579,114800.35,5522.124724,N,1025.827645,E,4,6,29.3,24.147,M,39.413,M,10.4,0013*78,,Chimney,,136,-,-,1095519974,-,-
208,208,418,135,590659.9494,6136759.057,114751.45,5522.125521,N,1025.827579,E,4,6,28.5,24.068,M,39.413,M,1.5,0013*4F,,Chimney,,135,-,-,1095519963,-,-
207,207,586,308,590649.6067,6136722.683,131757.75,5522.106031,N,1025.817084,E,4,7,2.9,24.043,M,39.413,M,1.8,0013*78,,Building Corner,,308,-,-,-,-,-
206,206,397,116,590661.1188,6136721.34,113554.65,5522.105179,N,1025.827953,E,4,13,0.9,24.392,M,39.413,M,1.6,0007*70,,Bench,,116,-,-,-,-,-
205,205,393,102,590668.743,6136714.414,113240.4,5522.101362,N,1025.835033,E,4,15,0.8,24.659,M,39.413,M,1.4,0007*76,,Bench,,102,-,-,-,-,-
204,204,355,62,590703.1341,6136648.386,111218.25,5522.065393,N,1025.866295,E,4,13,1,23.915,M,39.413,M,1.3,0007*72,,Bench,,62,-,-,-,-,-
203,203,324,38,590746.5513,6136657.101,104428.6,5522.069609,N,1025.907553,E,4,10,1.3,23.924,M,39.415,M,1.6,0000*77,,Bench,,38,-,-,-,-,-
202,202,325,34,590745.197,6136662.96,104451.45,5522.072782,N,1025.906385,E,4,11,1.2,23.935,M,39.415,M,1.5,0000*7E,,Bench,,34,-,-,-,-,-
201,201,326,33,590743.8478,6136668.817,104510.75,5522.075954,N,1025.905222,E,4,13,0.9,23.924,M,39.415,M,1.8,0000*77,,Bench,,33,-,-,-,-,-
200,200,316,13,590756.2665,6136670.073,104119.75,5522.076493,N,1025.916999,E,4,13,0.9,23.913,M,39.415,M,0.8,0000*7A,,Bench,,13,-,-,-,-,-
199,199,318,11,590756.8389,6136664.16,104210.65,5522.0733,N,1025.917426,E,4,10,1.2,23.957,M,39.415,M,1.6,0000*75,,Bench,,11,-,-,-,-,-
198,198,321,9,590757.4485,6136658.043,104313.75,5522.069996,N,1025.917883,E,4,11,1.2,23.928,M,39.415,M,0.8,0000*74,,Bench,,9,-,-,-,-,-
179,179,121,126,590638.5267,6136736.208,110817.45,5522.113443,N,1025.806862,E,5,11,,42.223,M,39.413,M,1.5,0008*79,,Manhole Cover,,126,-,-,1034152864,-,-
178,178,119,124,590629.8252,6136724.375,110709,5522.107162,N,1025.798397,E,5,5,,34.972,M,39.413,M,2,0008*73,,Manhole Cover,Small Square Manhole Cover,124,-,-,-,-,-
176,176,108,113,590651.766,6136692.11,110117.7,5522.089529,N,1025.818533,E,5,9,,19.552,M,39.413,M,0.7,0008*71,,Manhole Cover,Small Manhole Cover,113,-,-,-,-,-
174,174,103,107,590700.7994,6136699.568,105821.95,5522.093005,N,1025.865081,E,4,9,,21.439,M,39.413,M,0.9,0008*7E,,Manhole Cover,Stone,107,-,-,1103666027,-,-
173,173,63,66,590705.5405,6136657.441,104254.75,5522.070247,N,1025.868749,E,4,10,,21.663,M,39.413,M,1.8,0008*7F,,Manhole Cover,Stone,66,-,-,-,-,-
172,172,62,65,590716.1757,6136662.117,104227.65,5522.072649,N,1025.878904,E,4,10,,21.906,M,39.413,M,1.6,0008*7A,,Manhole Cover,,65,-,-,1034152856,-,-
158,158,264,278,590781.7473,6136824.222,132648.3,5522.159294,N,1025.944114,E,4,7,,23.105,M,39.415,M,1.3,0024*78,,Light Fixture,,278,-,-,1034152901,-,-
157,157,263,277,590779.8001,6136843.831,132617.15,5522.169885,N,1025.942653,E,4,8,,23.028,M,39.415,M,1.1,0024*7B,,Light Fixture,,277,-,-,1034152896,-,-
156,156,261,275,590760.7541,6136841.964,132539.2,5522.16909,N,1025.924592,E,4,9,,23.053,M,39.415,M,1.2,0024*73,,Light Fixture,,275,-,-,1034152899,-,-
153,153,255,269,590703.4487,6136836.388,132344.45,5522.16672,N,1025.87025,E,4,9,,23.031,M,39.415,M,1.5,0024*7D,,Light Fixture,,269,-,-,1034152898,-,-
144,144,234,246,590710.5403,6136763.068,130943.95,5522.127123,N,1025.875535,E,4,7,,22.934,M,39.415,M,2,0024*7B,,Light Fixture,,246,-,-,1034152908,-,-
137,137,203,213,590733.4204,6136725.508,125811.35,5522.106625,N,1025.896457,E,4,9,,22.92,M,39.415,M,1.4,0024*75,,Light Fixture,,213,-,-,1034152913,-,-
125,125,142,148,590691.9084,6136745.878,112414.15,5522.118064,N,1025.857568,E,4,7,,23.387,M,39.413,M,1.1,0008*74,,Light Fixture,,148,-,-,1034152952,-,-
115,115,122,127,590624.99,6136735.192,110907.6,5522.113046,N,1025.794031,E,5,6,,24.059,M,39.413,M,1.6,0008*73,,Light Fixture,,127,-,-,1034152974,-,-
114,114,118,123,590643.0604,6136722.292,110656.7,5522.105892,N,1025.810882,E,5,5,,29.655,M,39.413,M,1.7,0008*40,,Light Fixture,,123,-,-,-,-,-
