ID,date,time,lat,latDir,lon,lonDir,fix,nSat,altitude,altitudeUnit,height,heightUnit,hError,checksum,typename,sub category,note,n,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
129,13/11/2020,112552.6,55.4088134,N,10.37925388,E,4,9,3.952,M,39.447,M,1.6,0015*4B,Manhole Cover,Small Manhole Cover,,124,,,,,
136,13/11/2020,113300.6,55.40863692,N,10.37943528,E,4,9,3.884,M,39.447,M,1.6,0015*45,Manhole Cover,Small Manhole Cover,,125,,,,,
137,13/11/2020,113332.1,55.40850388,N,10.3794959,E,4,11,4.204,M,39.447,M,1.1,0015*43,Manhole Cover,Big and grey,Belongs to vandcenter syd,126,,,,,4
138,13/11/2020,113356.25,55.40846717,N,10.37953358,E,4,11,4.174,M,39.447,M,1.3,0015*46,Manhole Cover,Big and grey,Belongs to vandcenter syd,127,,,,,8
139,13/11/2020,113432.9,55.40837973,N,10.37964213,E,4,12,3.983,M,39.447,M,0.9,0015*4A,Manhole Cover,,,128,,,,,
140,13/11/2020,113454.95,55.40836905,N,10.37966612,E,4,11,3.962,M,39.447,M,0.9,0015*4E,Manhole Cover,,,129,,,,,
146,13/11/2020,113934.15,55.40803882,N,10.37893538,E,4,10,3.965,M,39.447,M,1.1,0015*49,Manhole Cover,Square,,130,,,,,
147,13/11/2020,114007.5,55.40812793,N,10.37913062,E,4,11,3.985,M,39.447,M,1.5,0015*49,Manhole Cover,Square,,131,,,,,
156,13/11/2020,114615.55,55.4082954,N,10.3794644,E,4,8,3.617,M,39.447,M,1.5,0015*46,Manhole Cover,Small Square,,132,,,,,
13,13/11/2020,101246.95,55.40911783,N,10.37926682,E,4,14,4.017,M,39.447,M,0.9,0015*4A,Trash Can,,,133,,,,,
20,13/11/2020,101831.55,55.40890697,N,10.37879488,E,4,13,4.018,M,39.447,M,1.5,0015*47,Trash Can,,,134,,,,,
26,13/11/2020,102134.95,55.40877018,N,10.3781234,E,4,12,4.211,M,39.447,M,2,0015*43,Trash Can,,,135,,,,,
34,13/11/2020,102611.85,55.40846725,N,10.37790207,E,4,14,3.901,M,39.447,M,1.9,0015*41,Trash Can,,,136,,,,,
35,13/11/2020,102628.9,55.40845693,N,10.37791337,E,4,14,3.808,M,39.447,M,0.9,0015*42,Trash Can,,,137,,,,,
47,13/11/2020,103047.1,55.40812563,N,10.37790128,E,4,12,3.841,M,39.447,M,1.1,0015*40,Trash Can,,,138,,,,,
53,13/11/2020,103458.7,55.40754353,N,10.37767195,E,4,11,3.767,M,39.447,M,1.7,0015*46,Trash Can,,,139,,,,,
63,13/11/2020,104213.15,55.40817485,N,10.37858545,E,4,12,3.735,M,39.447,M,1.1,0015*42,Trash Can,,,140,,,,,
71,13/11/2020,104552.3,55.4085806,N,10.37815433,E,4,9,4.034,M,39.447,M,1.3,0015*42,Trash Can,,,141,,,,,
74,13/11/2020,104918.7,55.4086142,N,10.3783863,E,4,6,3.976,M,39.447,M,1.7,0015*4C,Trash Can,Grey,,142,,,,,
79,13/11/2020,105229.85,55.4080982,N,10.37873175,E,4,12,3.931,M,39.447,M,0.9,0015*4F,Trash Can,,,143,,,,,
115,13/11/2020,111905.05,55.40838418,N,10.37994357,E,4,12,3.902,M,39.447,M,1,0015*48,Trash Can,,,144,,,,,
123,13/11/2020,112317.3,55.40867368,N,10.37966698,E,4,10,3.811,M,39.447,M,1.3,0015*43,Trash Can,,,145,,,,,
152,13/11/2020,114228.35,55.40816573,N,10.37912287,E,4,11,3.908,M,39.447,M,1.4,0015*4B,Trash Can,,,146,,,,,
155,13/11/2020,114519.1,55.40827622,N,10.37947438,E,4,5,3.68,M,39.447,M,13.1,0015*76,Trash Can,,,147,,,,,
25,13/11/2020,102112.55,55.40877677,N,10.37815253,E,4,9,4.209,M,39.447,M,1.5,0015*43,Tree,,,148,,,35,19,
