,ID,lat,lon,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
394,111,55.36826429,10.43052796,113313.45,5522.095857,N,1025.831678,E,4,15,0.8,24.038,M,39.413,M,1.5,0007*71,,new_Light Fixture,,111,-,-,-,-,-
400,120,55.36850925,10.43049822,113711.05,5522.110555,N,1025.829893,E,4,13,0.9,23.518,M,39.413,M,1,0007*73,,new_Light Fixture,,120,-,-,1034152954,-,-
402,121,55.36844986,10.43034741,113813.25,5522.106992,N,1025.820845,E,4,12,0.9,23.967,M,39.413,M,1.3,0007*70,,new_Light Fixture,,121,-,-,-,-,-
409,130,55.36863274,10.43029824,114153.95,5522.117964,N,1025.817894,E,4,9,1.9,23.41,M,39.413,M,2,0007*70,,new_Light Fixture,,130,-,-,1034152975,-,-
410,130,55.36864292,10.43028088,114220.75,5522.118575,N,1025.816853,E,4,9,1.9,23.441,M,39.413,M,1.8,0007*76,,new_Light Fixture,,130,-,-,1034152975,-,-
414,132,55.36865,10.43042777,114537.75,5522.119,N,1025.825666,E,4,10,1.6,23.445,M,39.413,M,1.8,0013*7F,,new_Light Fixture,,132,-,-,-,-,-
415,134,55.36872781,10.43058094,114614.7,5522.123669,N,1025.834856,E,4,8,1.4,23.842,M,39.413,M,0.7,0013*70,,new_Light Fixture,,134,-,-,1034152955,-,-
420,137,55.3688755,10.43048014,114830,5522.13253,N,1025.828808,E,4,9,1.4,24.393,M,39.413,M,1,0013*78,,new_Light Fixture,,137,-,-,1034152955,-,-
422,138,55.36909352,10.43044669,114931.35,5522.145611,N,1025.826801,E,4,9,1.4,24.521,M,39.413,M,1.4,0013*7E,,new_Light Fixture,,138,-,-,1034152956,-,-
423,138,55.3690935,10.43044668,114932.95,5522.14561,N,1025.826801,E,4,9,1.4,24.527,M,39.413,M,2,0013*77,,new_Light Fixture,,138,-,-,1034152956,-,-
427,140,55.36902688,10.4305003,115301.05,5522.141613,N,1025.830018,E,4,10,1.3,24.728,M,39.413,M,2,0013*76,,new_Light Fixture,,140,-,-,-,-,-
428,141,55.36903282,10.43065628,115319.6,5522.141969,N,1025.839377,E,4,6,1.9,24.195,M,39.413,M,1.6,0013*73,,new_Light Fixture,,141,-,-,-,-,-
426,142,55.36904371,10.43083005,115202.65,5522.142623,N,1025.849803,E,4,11,1,24.028,M,39.413,M,1.6,0013*71,,new_Light Fixture,,142,-,-,-,-,-
424,143,55.36931917,10.43098667,115100.2,5522.15915,N,1025.8592,E,4,11,1.1,23.506,M,39.413,M,1.2,0013*72,,new_Light Fixture,,143,-,-,1210520555,-,-
425,144,55.36909408,10.43101645,115132.55,5522.145645,N,1025.860987,E,4,11,1.1,23.517,M,39.413,M,1.5,0013*7B,,new_Light Fixture,,144,-,-,1210520554,-,-
430,145,55.36886704,10.43104848,115428.45,5522.132023,N,1025.862909,E,4,14,0.8,23.498,M,39.413,M,1.5,0013*7C,,new_Light Fixture,,145,-,-,1210520553,-,-
432,146,55.36866652,10.43107273,115513.7,5522.119991,N,1025.864364,E,4,15,0.8,23.486,M,39.413,M,1.7,0013*78,,new_Light Fixture,,146,-,-,1210520552,-,-
481,162,55.36816234,10.43255793,121842,5522.08974,N,1025.953476,E,4,11,1.1,23.254,M,39.413,M,1,0013*76,,new_Light Fixture,,162,-,-,1034152926,-,-
484,165,55.36814533,10.43225755,121935.15,5522.08872,N,1025.935453,E,4,11,1,23.164,M,39.413,M,1.1,0013*74,,new_Light Fixture,,165,-,-,1034152925,-,-
489,172,55.36813597,10.43195566,122152.8,5522.088158,N,1025.91734,E,4,13,0.9,23.41,M,39.413,M,0.8,0013*7E,,new_Light Fixture,,172,-,-,1034152924,-,-
493,175,55.3681229,10.43165459,122320.4,5522.087374,N,1025.899276,E,4,10,1.3,23.3,M,39.413,M,1.4,0013*7F,,new_Light Fixture,,175,-,-,1034152923,-,-
498,183,55.36810646,10.43135201,122528.65,5522.086388,N,1025.88112,E,4,12,1.1,23.28,M,39.413,M,1.6,0013*7E,,new_Light Fixture,,183,-,-,1034152922,-,-
463,186,55.36826899,10.43132561,121124.95,5522.096139,N,1025.879537,E,4,12,1.1,23.403,M,39.413,M,0.9,0013*75,,new_Light Fixture,,186,-,-,1034152921,-,-
466,189,55.3682803,10.43163108,121241.55,5522.096818,N,1025.897865,E,4,13,0.8,23.216,M,39.413,M,1.5,0013*7C,,new_Light Fixture,,189,-,-,1034152920,-,-
470,194,55.36829574,10.43192956,121416.3,5522.097744,N,1025.915774,E,4,12,0.9,23.149,M,39.413,M,1.3,0013*71,,new_Light Fixture,,194,-,-,1034152919,-,-
477,200,55.36831013,10.43223315,121640.65,5522.098608,N,1025.933989,E,4,12,1,23.054,M,39.413,M,1.6,0013*7F,,new_Light Fixture,,200,-,-,1034152918,-,-
480,203,55.36831961,10.4325367,121757.05,5522.099176,N,1025.952202,E,4,12,0.9,23.264,M,39.413,M,1,0013*7D,,new_Light Fixture,,203,-,-,1034152917,-,-
438,209,55.36842883,10.43130704,115809.05,5522.10573,N,1025.878422,E,4,14,0.8,23.557,M,39.413,M,1,0013*70,,new_Light Fixture,,209,-,-,1034152912,-,-
446,218,55.36845579,10.43190805,120301.9,5522.107347,N,1025.914483,E,4,14,0.8,23.198,M,39.413,M,0.9,0013*7F,,new_Light Fixture,,218,-,-,1034152914,-,-
452,224,55.36846862,10.43221017,120651.4,5522.108117,N,1025.93261,E,4,12,1,23.166,M,39.413,M,1.4,0013*7F,,new_Light Fixture,,224,-,-,1034152915,-,-
457,230,55.36848062,10.43251639,120825.6,5522.108837,N,1025.950984,E,4,13,0.8,23.346,M,39.413,M,1.6,0013*7F,,new_Light Fixture,,230,-,-,1034152916,-,-
576,232,55.36869741,10.43234824,130651.05,5522.121844,N,1025.940894,E,4,10,1.1,23.089,M,39.413,M,1,0013*79,,new_Light Fixture,,232,-,-,1034152911,-,-
579,233,55.36867341,10.43188424,130825.2,5522.120405,N,1025.913054,E,4,10,1.1,23.261,M,39.413,M,1.2,0013*7D,,new_Light Fixture,,233,-,-,1034152910,-,-
583,239,55.36865378,10.43142163,131142.55,5522.119227,N,1025.885298,E,4,9,1.5,23.08,M,39.413,M,1.5,0013*70,,new_Light Fixture,,239,-,-,1034152909,-,-
570,247,55.36887482,10.43177135,130405.5,5522.132489,N,1025.906281,E,4,9,1.7,23.746,M,39.413,M,1.5,0013*71,,new_Light Fixture,,247,-,-,1113474640,-,-
571,248,55.36887779,10.43193659,130425.15,5522.132668,N,1025.916195,E,4,8,1.4,23.692,M,39.413,M,1.1,0013*79,,new_Light Fixture,,248,-,-,1113474623,-,-
572,250,55.36899722,10.43244518,130514.55,5522.139833,N,1025.946711,E,4,8,2.1,23.486,M,39.413,M,1.5,0013*7D,,new_Light Fixture,,250,-,-,1034152977,-,-
575,254,55.36883824,10.43247057,130623.05,5522.130294,N,1025.948234,E,4,9,1.6,23.33,M,39.413,M,1,0013*76,,new_Light Fixture,,254,-,-,1034152976,-,-
550,255,55.36916251,10.43242551,125605.65,5522.149751,N,1025.94553,E,4,10,1.1,23.461,M,39.413,M,1.6,0013*72,,new_Light Fixture,,255,-,-,1034152905,-,-
569,256,55.36901878,10.43191996,130332.1,5522.141127,N,1025.915198,E,4,9,1.2,23.726,M,39.413,M,1.1,0013*77,,new_Light Fixture,,256,-,-,1113474817,-,-
568,257,55.36901243,10.4317487,130307.75,5522.140746,N,1025.904922,E,4,9,1.7,23.594,M,39.413,M,1.8,0013*78,,new_Light Fixture,,257,-,-,1113474651,-,-
567,258,55.36894673,10.43124233,130217.4,5522.136804,N,1025.87454,E,4,8,2.1,23.846,M,39.413,M,1.4,0013*79,,new_Light Fixture,,258,-,-,1034152907,-,-
526,271,55.3694613,10.43147531,124359.75,5522.167678,N,1025.888519,E,4,11,1.1,23.487,M,39.413,M,1.8,0013*7B,,new_Light Fixture,,271,-,-,1034152897,-,-
524,273,55.36947113,10.43178044,124251.7,5522.168268,N,1025.906826,E,4,13,0.8,23.561,M,39.413,M,0.7,0013*72,,new_Light Fixture,,273,-,-,-,-,-
544,281,55.36930564,10.43209972,125215.3,5522.158339,N,1025.925983,E,4,10,1.1,23.64,M,39.413,M,1.3,0013*79,,new_Light Fixture,,281,-,-,1034152900,-,-
542,283,55.36929287,10.43180111,125137.8,5522.157572,N,1025.908067,E,4,10,1.1,23.481,M,39.413,M,1.8,0013*72,,new_Light Fixture,,283,-,-,-,-,-
540,285,55.36928055,10.43149952,125053.1,5522.156833,N,1025.889971,E,4,9,1.3,23.634,M,39.413,M,1.1,0013*73,,new_Light Fixture,,285,-,-,1034152902,-,-
538,287,55.36926859,10.43119942,125015.35,5522.156115,N,1025.871965,E,4,10,1.2,23.35,M,39.413,M,1.4,0013*7B,,new_Light Fixture,,287,-,-,1034152903,-,-
564,288,55.36910976,10.4312201,130059.15,5522.146586,N,1025.873206,E,4,9,1.8,23.605,M,39.413,M,2.2,0013*77,,new_Light Fixture,,288,-,-,1034152906,-,-
309,4,55.3678216,10.43210881,103847.05,5522.069296,N,1025.926528,E,4,10,1.6,23.527,M,39.415,M,1,0000*73,,new_Manhole Cover,,4,-,-,-,-,-
333,5,55.3677819,10.43201835,104837.25,5522.066914,N,1025.921101,E,4,9,2.2,23.559,M,39.415,M,1.3,0000*7B,,new_Manhole Cover,,5,-,-,-,-,-
308,6,55.36778662,10.43224701,103822.9,5522.067197,N,1025.934821,E,4,9,2.1,23.65,M,39.415,M,1.9,0000*77,,new_Manhole Cover,,6,-,-,-,-,-
590,23,55.36792712,10.43264558,132257.25,5522.075627,N,1025.958735,E,4,11,1,22.383,M,39.413,M,1.3,0013*7B,,new_Manhole Cover,,23,-,-,-,-,-
303,24,55.36780253,10.43250791,103615.95,5522.068152,N,1025.950474,E,4,12,0.9,23.604,M,39.415,M,0.9,0000*73,,new_Manhole Cover,,24,-,-,-,-,-
302,27,55.3679175,10.43227572,103539.95,5522.07505,N,1025.936543,E,4,11,1,23.482,M,39.415,M,0.9,0000*7E,,new_Manhole Cover,,27,-,-,-,-,-
329,36,55.36789363,10.4317238,104614.35,5522.073618,N,1025.903428,E,4,12,0.9,23.477,M,39.415,M,1.4,0000*7F,,new_Manhole Cover,,36,-,-,-,-,-
346,55,55.36774906,10.43137597,105945.9,5522.064944,N,1025.882558,E,4,12,1,23.603,M,39.415,M,1.9,0000*77,,new_Manhole Cover,,55,-,-,-,-,-
347,56,55.36774167,10.43139937,110857.75,5522.0645,N,1025.883962,E,4,14,0.8,23.629,M,39.413,M,1.8,0007*74,,new_Manhole Cover,,56,-,-,1103665959,-,-
375,112,55.36814503,10.4303269,112235.45,5522.088702,N,1025.819614,E,4,6,4.7,23.91,M,39.413,M,1.5,0007*78,,new_Manhole Cover,,112,-,-,-,-,-
403,122,55.36844376,10.4302593,113835,5522.106626,N,1025.815558,E,4,11,1.6,23.779,M,39.413,M,2,0007*72,,new_Manhole Cover,,122,-,-,-,-,-
435,150,55.3685868,10.43074713,115622.2,5522.115208,N,1025.844828,E,4,12,1.2,23.482,M,39.413,M,1.2,0013*7B,,new_Manhole Cover,,150,-,-,1034152862,-,-
505,153,55.36802417,10.43131289,122818.85,5522.08145,N,1025.878774,E,4,10,1.3,22.491,M,39.413,M,1.9,0013*7C,,new_Manhole Cover,,153,-,-,-,-,-
512,158,55.36807198,10.43226757,123050.45,5522.084319,N,1025.936054,E,4,11,1,22.556,M,39.413,M,1.5,0013*71,,new_Manhole Cover,,158,-,-,-,-,-
516,161,55.36808339,10.43263651,123134.7,5522.085004,N,1025.958191,E,4,9,2,22.519,M,39.413,M,1.7,0013*7D,,new_Manhole Cover,,161,-,-,-,-,-
587,161,55.36808324,10.43263627,132124.2,5522.084995,N,1025.958176,E,4,11,1,22.47,M,39.413,M,1.2,0013*7A,,new_Manhole Cover,,161,-,-,-,-,-
458,204,55.36840551,10.43258756,120901.6,5522.104331,N,1025.955254,E,4,13,0.9,22.491,M,39.413,M,1.6,0013*72,,new_Manhole Cover,,204,-,-,-,-,-
459,205,55.36838746,10.43216829,120937.1,5522.103247,N,1025.930097,E,4,12,1.1,22.577,M,39.413,M,1.1,0013*71,,new_Manhole Cover,,205,-,-,-,-,-
460,206,55.36836839,10.43172981,121015.15,5522.102103,N,1025.903788,E,4,14,0.8,22.591,M,39.413,M,1.1,0013*7F,,new_Manhole Cover,,206,-,-,1034152859,-,-
461,207,55.36834634,10.43125784,121050.45,5522.10078,N,1025.87547,E,4,12,1,22.431,M,39.413,M,1.5,0013*76,,new_Manhole Cover,,207,-,-,-,-,-
500,207,55.36834583,10.43125767,122624.7,5522.10075,N,1025.87546,E,4,10,1.2,22.426,M,39.413,M,1.7,0013*7F,,new_Manhole Cover,,207,-,-,-,-,-
578,234,55.36863763,10.43194805,130811.45,5522.118258,N,1025.916883,E,4,10,1.1,22.459,M,39.413,M,1.5,0013*7A,,new_Manhole Cover,,234,-,-,1034153067,-,-
582,235,55.36862719,10.43169839,131115.2,5522.117631,N,1025.901904,E,4,8,1.7,22.44,M,39.413,M,1.2,0013*79,,new_Manhole Cover,,235,-,-,1034153298,-,-
584,241,55.36860717,10.43122277,131234.55,5522.11643,N,1025.873366,E,4,6,4.8,22.376,M,39.413,M,1.5,0013*7B,,new_Manhole Cover,,241,-,-,1034152861,-,-
535,244,55.36868136,10.43113498,124826.05,5522.120882,N,1025.868099,E,4,10,1,22.398,M,39.413,M,1,0013*78,,new_Manhole Cover,,244,-,-,-,-,-
573,251,55.36901218,10.43251322,130531.75,5522.140731,N,1025.950793,E,4,9,1.7,22.424,M,39.413,M,1.8,0013*7A,,new_Manhole Cover,,251,-,-,1034152827,-,-
577,253,55.36866409,10.43253087,130715.15,5522.119845,N,1025.951852,E,4,8,1.3,22.419,M,39.413,M,1.1,0013*70,,new_Manhole Cover,,253,-,-,1034152828,-,-
532,262,55.36895786,10.43118954,124712,5522.137472,N,1025.871372,E,4,7,2.2,22.409,M,39.413,M,1,0013*76,,new_Manhole Cover,,262,-,-,1034153061,-,-
565,263,55.36900376,10.4312484,130121.7,5522.140226,N,1025.874904,E,4,6,2.8,22.933,M,39.413,M,1.7,0013*72,,new_Manhole Cover,,263,-,-,-,-,-
529,268,55.369284,10.43114771,124530.5,5522.15704,N,1025.868863,E,4,7,2.5,22.436,M,39.413,M,1.5,0013*78,,new_Manhole Cover,,268,-,-,1034153057,-,-
523,279,55.36934014,10.4324658,124129.2,5522.160408,N,1025.947948,E,4,8,1.8,22.365,M,39.413,M,1.2,0013*77,,new_Manhole Cover,,279,-,-,1034152826,-,-
546,279,55.36934025,10.43246562,125314.95,5522.160415,N,1025.947937,E,4,9,2,22.379,M,39.413,M,0.9,0013*7A,,new_Manhole Cover,,279,-,-,1034152826,-,-
349,366,55.36772279,10.4313028,110934.85,5522.063368,N,1025.878168,E,4,14,0.9,23.561,M,39.413,M,1.9,0007*79,,new_Manhole Cover,Stone,366,-,-,-,-,-
509,525,55.36804465,10.43179387,122953.05,5522.082679,N,1025.907632,E,4,11,1,22.581,M,39.413,M,1,0013*71,,new_Manhole Cover,,525,-,-,1103665858,-,-
322,8,55.36781657,10.43196854,104326.55,5522.068994,N,1025.918113,E,4,10,1.6,23.608,M,39.415,M,1.5,0000*70,,new_Trash Can,,8,-,-,-,-,-
314,14,55.36796098,10.43194894,104047.5,5522.077659,N,1025.916936,E,4,12,0.9,23.568,M,39.415,M,1.5,0000*70,,new_Trash Can,,14,-,-,-,-,-
327,32,55.36795058,10.43174596,104528.75,5522.077035,N,1025.904758,E,4,13,0.9,23.509,M,39.415,M,1.8,0000*7B,,new_Trash Can,,32,-,-,-,-,-
323,39,55.36780852,10.43179859,104403.8,5522.068511,N,1025.907915,E,4,11,1.2,23.625,M,39.415,M,0.8,0000*7D,,new_Trash Can,,39,-,-,-,-,-
348,57,55.36772673,10.4313995,110911.65,5522.063604,N,1025.88397,E,4,10,1,23.717,M,39.413,M,0.6,0007*77,,new_Trash Can,,57,-,-,-,-,-
356,63,55.36777329,10.43110492,111237.4,5522.066397,N,1025.866295,E,4,14,1,23.574,M,39.413,M,1.4,0007*75,,new_Trash Can,,63,-,-,-,-,-
361,71,55.36779582,10.43082179,111459.6,5522.067749,N,1025.849308,E,4,14,1,23.767,M,39.413,M,1.6,0007*7B,,new_Trash Can,,71,-,-,-,-,-
431,260,55.36886646,10.43101862,115438.15,5522.131988,N,1025.861117,E,4,9,1.6,23.53,M,39.413,M,1.1,0013*75,,new_Trash Can,,260,-,-,-,-,-
429,261,55.3690073,10.43099766,115357.2,5522.140438,N,1025.859859,E,4,11,1.1,23.593,M,39.413,M,1.2,0013*75,,new_Trash Can,,261,-,-,-,-,-
305,3,55.36781257,10.43227325,103709.2,5522.068754,N,1025.936395,E,4,13,1.1,23.354,M,39.415,M,1.2,0000*7D,,new_Tree,,3,-,-,1103670673,-,-
317,12,55.3679133,10.43196946,104153.4,5522.074798,N,1025.918168,E,4,9,1.3,23.529,M,39.415,M,1.4,0000*7C,,new_Tree,,12,-,-,1103670581,-,-
313,16,55.36798356,10.43197183,104024.6,5522.079014,N,1025.91831,E,4,11,1,23.535,M,39.415,M,1.6,0000*79,,new_Tree,,16,-,-,1103670972,-,-
312,17,55.36797379,10.43204472,103954.95,5522.078427,N,1025.922683,E,4,11,0.9,23.566,M,39.415,M,2,0000*7A,,new_Tree,,17,-,-,1103670695,-,-
311,18,55.36798312,10.43211583,103935.35,5522.078987,N,1025.92695,E,4,12,0.9,23.483,M,39.415,M,1.4,0000*73,,new_Tree,,18,-,-,1103670861,-,-
299,19,55.36798531,10.43235463,103428.4,5522.079119,N,1025.941278,E,4,12,0.9,23.628,M,39.415,M,1.4,0000*70,,new_Tree,,19,-,-,1103670597,-,-
297,20,55.36796852,10.43243781,103346.35,5522.078111,N,1025.946269,E,4,12,0.9,23.564,M,39.415,M,1.4,0000*7B,,new_Tree,,20,-,-,1103670846,-,-
296,21,55.36799412,10.43246816,103311.2,5522.079647,N,1025.94809,E,4,12,0.9,23.658,M,39.415,M,1.2,0000*7C,,new_Tree,,21,-,-,1103670869,-,-
332,40,55.36780318,10.43176934,104742.3,5522.068191,N,1025.906161,E,4,8,2.1,23.543,M,39.415,M,1.3,0000*75,,new_Tree,,40,-,-,1103670568,-,-
331,41,55.3678422,10.43174374,104710.95,5522.070532,N,1025.904625,E,4,11,1.2,23.837,M,39.415,M,2,0000*73,,new_Tree,,41,-,-,1103670364,-,-
328,42,55.3679645,10.43172162,104544.8,5522.07787,N,1025.903297,E,4,12,0.9,23.54,M,39.415,M,1.8,0000*7B,,new_Tree,,42,-,-,1103670519,-,-
338,43,55.36795804,10.43164006,105144.25,5522.077482,N,1025.898404,E,4,9,1.4,23.445,M,39.415,M,1.3,0000*7B,,new_Tree,,43,-,-,1103670984,-,-
340,45,55.36795161,10.43147471,105226.8,5522.077097,N,1025.888482,E,4,12,0.9,23.503,M,39.415,M,0.8,0000*7B,,new_Tree,,45,-,-,1103670678,-,-
341,46,55.36795312,10.43140891,105248.35,5522.077187,N,1025.884534,E,4,10,1.1,23.564,M,39.415,M,1.4,0000*73,,new_Tree,,46,-,-,1103670700,-,-
344,49,55.36778554,10.43144956,105837.7,5522.067133,N,1025.886973,E,4,8,1.9,23.558,M,39.415,M,1.7,0000*7B,,new_Tree,,49,-,-,1103670391,-,-
343,50,55.36777857,10.43151418,105428.35,5522.066714,N,1025.890851,E,4,9,1.7,23.529,M,39.415,M,1.4,0000*70,,new_Tree,,50,-,-,1103670754,-,-
334,51,55.36779422,10.43168279,104952.7,5522.067653,N,1025.900967,E,4,7,2.1,23.425,M,39.415,M,5.7,0000*7B,,new_Tree,,51,-,-,1103670514,-,-
351,58,55.3677743,10.43125638,111027.95,5522.066458,N,1025.875383,E,4,16,0.7,23.532,M,39.413,M,0.9,0007*75,,new_Tree,,58,-,-,1103670406,-,-
352,59,55.36774669,10.43123643,111049.85,5522.064801,N,1025.874186,E,4,16,0.7,23.698,M,39.413,M,0.9,0007*76,,new_Tree,,59,-,-,1103670433,-,-
353,60,55.3677165,10.43119019,111124.85,5522.06299,N,1025.871412,E,4,15,0.7,23.275,M,39.413,M,1.9,0007*74,,new_Tree,,60,-,-,-,-,-
354,61,55.36774732,10.43116301,111151.85,5522.064839,N,1025.869781,E,4,16,0.7,23.329,M,39.413,M,0.9,0007*70,,new_Tree,,61,-,-,1103670542,-,-
359,69,55.36782817,10.43092596,111413.15,5522.06969,N,1025.855557,E,4,14,0.9,23.631,M,39.413,M,1.1,0007*7B,,new_Tree,,69,-,-,-,-,-
363,72,55.36784777,10.43083859,111624.15,5522.070866,N,1025.850316,E,4,12,1,24.185,M,39.413,M,1.1,0007*79,,new_Tree,,72,-,-,1103670394,-,-
364,73,55.36787484,10.43089594,111715.7,5522.07249,N,1025.853757,E,4,13,1,23.804,M,39.413,M,1.7,0007*71,,new_Tree,,73,-,-,1103670759,-,-
365,74,55.36789836,10.43083312,111735,5522.073902,N,1025.849987,E,4,10,1.1,24.036,M,39.413,M,2,0007*7C,,new_Tree,,74,-,-,1103670586,-,-
372,83,55.36811264,10.43064934,112114.4,5522.086758,N,1025.83896,E,4,9,1.1,24.349,M,39.413,M,1.4,0007*74,,new_Tree,,83,-,-,1103670627,-,-
369,89,55.36803964,10.43102728,111952.4,5522.082378,N,1025.861637,E,4,15,0.8,23.457,M,39.413,M,2.4,0007*70,,new_Tree,,89,-,-,1103670783,-,-
379,90,55.36803407,10.43118038,112450.75,5522.082044,N,1025.870823,E,4,16,0.8,23.072,M,39.413,M,1.8,0007*75,,new_Tree,,90,-,-,1103670496,-,-
503,90,55.36803557,10.43117892,122740.6,5522.082134,N,1025.870735,E,4,13,1,23.103,M,39.413,M,1.6,0013*7E,,new_Tree,,90,-,-,1103670496,-,-
380,91,55.36799595,10.4312153,112518.35,5522.079757,N,1025.872918,E,4,16,0.8,23.377,M,39.413,M,1.4,0007*72,,new_Tree,,91,-,-,1103670490,-,-
504,91,55.36799415,10.431216,122759.45,5522.079649,N,1025.87296,E,4,13,0.9,23.466,M,39.413,M,1.5,0013*7D,,new_Tree,,91,-,-,1103670490,-,-
378,92,55.36809357,10.4312052,112422.75,5522.085614,N,1025.872312,E,4,15,0.8,23.487,M,39.413,M,1.8,0007*72,,new_Tree,,92,-,-,1103670351,-,-
502,92,55.36809279,10.4312062,122716.45,5522.085568,N,1025.872372,E,4,13,0.9,23.085,M,39.413,M,1.5,0013*79,,new_Tree,,92,-,-,1103670351,-,-
381,93,55.36835226,10.43116093,112618.2,5522.101136,N,1025.869656,E,4,15,0.8,23.275,M,39.413,M,1.2,0007*70,,new_Tree,,93,-,-,1103670365,-,-
382,94,55.36837324,10.43100196,112653.25,5522.102394,N,1025.860118,E,4,15,0.8,23.191,M,39.413,M,1.3,0007*7E,,new_Tree,,94,-,-,1103670396,-,-
383,95,55.36842136,10.43095813,112721.05,5522.105282,N,1025.857488,E,4,15,0.8,23.827,M,39.413,M,1,0007*7C,,new_Tree,,95,-,-,1103670502,-,-
384,96,55.36847548,10.43097734,112749.05,5522.108529,N,1025.85864,E,4,14,0.8,23.357,M,39.413,M,1,0007*78,,new_Tree,,96,-,-,1103670842,-,-
386,97,55.36843666,10.43080886,112928.9,5522.1062,N,1025.848532,E,4,15,0.8,24.195,M,39.413,M,1.9,0007*7F,,new_Tree,,97,-,-,1103670626,-,-
387,98,55.36845319,10.4307454,112945.95,5522.107191,N,1025.844724,E,4,16,0.8,23.912,M,39.413,M,2,0007*78,,new_Tree,,98,-,-,1103670755,-,-
388,99,55.36841737,10.4307127,113003.75,5522.105042,N,1025.842762,E,4,16,0.8,24.135,M,39.413,M,1.8,0007*72,,new_Tree,,99,-,-,1103670532,-,-
389,100,55.36842838,10.43063395,113023.95,5522.105703,N,1025.838037,E,4,14,0.8,23.857,M,39.413,M,2,0007*79,,new_Tree,,100,-,-,1103670643,-,-
390,104,55.36838177,10.43068979,113046.9,5522.102906,N,1025.841388,E,4,15,0.8,24.248,M,39.413,M,0.9,0007*7C,,new_Tree,,104,-,-,1103670854,-,-
391,105,55.36838075,10.43074809,113124.45,5522.102845,N,1025.844886,E,4,14,0.9,24.79,M,39.413,M,1.5,0007*79,,new_Tree,,105,-,-,1103670438,-,-
585,106,55.36825128,10.43071146,131702,5522.095077,N,1025.842688,E,5,6,7.2,25.462,M,39.413,M,1,0013*78,,new_Tree,,106,-,-,1067406484,-,-
395,114,55.36837429,10.43043956,113401.2,5522.102457,N,1025.826374,E,4,11,0.9,23.771,M,39.413,M,1.2,0007*79,,new_Tree,,114,-,-,1103670421,-,-
396,115,55.36837397,10.43038064,113439.45,5522.102438,N,1025.822838,E,4,8,1.6,23.815,M,39.413,M,1.5,0007*71,,new_Tree,,115,-,-,1103670623,-,-
398,117,55.36843269,10.4304039,113624.45,5522.105961,N,1025.824234,E,4,12,0.9,23.858,M,39.413,M,1.5,0007*72,,new_Tree,,117,-,-,1103670440,-,-
401,118,55.36849033,10.4303736,113742.25,5522.10942,N,1025.822416,E,4,12,0.9,23.681,M,39.413,M,1.3,0007*7B,,new_Tree,,118,-,-,1103670765,-,-
399,119,55.36849388,10.43046982,113653.05,5522.109633,N,1025.828189,E,4,13,0.9,23.432,M,39.413,M,1,0007*7E,,new_Tree,,119,-,-,1103670864,-,-
490,174,55.36812278,10.43168707,122223.8,5522.087367,N,1025.901224,E,4,12,0.9,23.141,M,39.413,M,0.8,0013*71,,new_Tree,,174,-,-,1034135709,-,-
494,177,55.36812001,10.43160913,122334.2,5522.087201,N,1025.896548,E,4,12,0.9,23.299,M,39.413,M,1.2,0013*7C,,new_Tree,,177,-,-,1034135708,-,-
495,179,55.36811463,10.43153832,122348.15,5522.086878,N,1025.892299,E,4,12,1.1,23.273,M,39.413,M,1.1,0013*74,,new_Tree,,179,-,-,1034135711,-,-
472,195,55.36829478,10.43196585,121504.7,5522.097687,N,1025.917951,E,4,12,0.8,23.158,M,39.413,M,1.7,0013*77,,new_Tree,,195,-,-,1034135706,-,-
473,196,55.36829885,10.43202534,121517.45,5522.097931,N,1025.92152,E,4,12,0.8,23.197,M,39.413,M,1.5,0013*71,,new_Tree,,196,-,-,1034135705,-,-
474,197,55.36830154,10.43208753,121532.75,5522.098092,N,1025.925252,E,4,13,0.8,23.234,M,39.413,M,1.8,0013*7E,,new_Tree,,197,-,-,1034135473,-,-
441,212,55.3684428,10.43157959,115908.3,5522.106568,N,1025.894776,E,4,12,1,23.535,M,39.413,M,1.3,0013*7D,,new_Tree,,212,-,-,1034135470,-,-
443,215,55.36844591,10.43164566,120136.55,5522.106754,N,1025.89874,E,4,13,0.8,23.36,M,39.413,M,1.5,0013*72,,new_Tree,,215,-,-,1034135703,-,-
445,217,55.3684474,10.43170842,120227.55,5522.106844,N,1025.902505,E,4,13,0.9,23.342,M,39.413,M,1.5,0013*74,,new_Tree,,217,-,-,1034135702,-,-
451,223,55.36846681,10.43217635,120637,5522.108008,N,1025.930581,E,4,13,0.9,23.053,M,39.413,M,1,0013*79,,new_Tree,,223,-,-,1034135476,-,-
453,226,55.36847006,10.4322355,120715.45,5522.108204,N,1025.93413,E,4,13,0.9,23.078,M,39.413,M,1.5,0013*75,,new_Tree,,226,-,-,1034135475,-,-
454,227,55.36847322,10.43230113,120731.7,5522.108393,N,1025.938068,E,4,12,1.2,23.229,M,39.413,M,0.7,0013*7F,,new_Tree,,227,-,-,1034135478,-,-
580,236,55.36871729,10.43221734,130855.2,5522.123038,N,1025.933041,E,4,8,2.5,22.923,M,39.413,M,1.2,0013*72,,new_Tree,,236,-,-,-,-,-
