ObjectID;OriginName;CoordOriginCode;AverageErrorCoord;Remark
10209;TV fra ISS Kloak-& Indust;6;NULL;NULL
152928;vcs-cgm-180731_001;5;40;
7816;TV fra ISS Kloak-& Indust;6;NULL;NULL
10235;TV fra ISS Kloak-& Indust;6;NULL;NULL
179;CGM-VANDCENTER SYD;5;40;NULL
15167;TV fra ISS Kloak-& Indust;6;NULL;NULL
13126;TV fra Sydjysk Kloak Indu;6;NULL;NULL
22778;TV fra ISS Kloak & Indust;6;NULL;NULL
28778;TV fra ISS Kloak-& Indust;6;NULL;NULL
58805;HanssonKnudsen;0;20;NULL
101676;vcs-cgm_019;5;40;
63216;TV fra ISS Kloak og Indus;6;NULL;NULL
25171;TV-HOLST TV & KLOAKSERVIC;0;NULL;NULL
31171;TV fra ISS Kloak og Indus;6;NULL;NULL
33976;TV fra ISS Kloak-& Indust;6;NULL;NULL
30773;TV fra ISS Kloak og Indus;6;NULL;NULL
13146;TV fra Sydjysk Kloak Indu;6;NULL;NULL
13;"  (#739#)";NULL;NULL;NULL
136;LE34-2013-02-18;5;20;NULL
31981;TV fra ISS Kloak-& Indust;6;NULL;NULL
16784;TV fra ISS Kloak Industri;6;NULL;NULL
22784;TV fra ISS Kloak & Indust;6;NULL;NULL
175344;vcs-cgm-191126-1;6;40;
65211;TV fra ISS Kloak og Indus;6;NULL;NULL
31583;TV fra ISS Kloak-& Indust;6;NULL;NULL
59223;TV fra ISS Kloak og Indus;6;NULL;NULL
43571;TV fra ISS Kloak og Indus;6;NULL;NULL
23176;TV fra ISS Kloak & Indust;6;NULL;NULL
81633;vcs-cgm_009;5;40;
46382;TV fra ISS Kloak og Indus;6;NULL;NULL
57600;TV fra ISS Kloak & Indust;6;NULL;NULL
19973;TV fra ISS Kloak-& Indust;6;NULL;NULL
172141;vcs-cgm-190926;5;40;
56;GPS;5;40;NULL
134912;Sk?nnet;1;NULL;NULL
59615;TV fra ISS Kloak og Indus;6;NULL;NULL
16372;TV fra ISS Kloak Industri;6;NULL;NULL
27696;TV fra ISS Kloak-& Indust;6;NULL;NULL
179758;Projektplan (Aflæst);2;NULL;NULL
55971;TV fra ISS Kloak og Indus;6;NULL;NULL
199;PER AARSLEFF A/S - EBA;5;40;NULL
16770;TV fra ISS Kloak Industri;6;NULL;NULL
19177;TV fra ISS Kloak-& Indust;6;NULL;NULL
177345;Freiberg Entreprenør;5;NULL;NULL
21988;TV fra ISS Kloak & Indust;6;NULL;NULL
7822;TV fra ISS Kloak-& Indust;6;NULL;NULL
10229;TV fra ISS Kloak-& Indust;6;NULL;NULL
57594;TV fra ISS Kloak & Indust;6;NULL;NULL
46774;TV fra ISS Kloak og Indus;6;NULL;NULL
28380;TV fra ISS Kloak-& Indust;6;NULL;NULL
99;UOPLYST_2008/10/08;0;NULL;NULL
14706;TV fra ISS Kloak-& Indust;6;NULL;NULL
19575;TV fra ISS Kloak-& Indust;6;NULL;NULL
13083;TV fra ISS Kloak-& Indust;6;NULL;NULL
28772;TV fra ISS Kloak-& Indust;6;NULL;NULL
65217;TV fra ISS Kloak og Indus;6;NULL;NULL
116489;TV-N.C. Johansen & Søn Ap;0;NULL;NULL
95264;LIFA A/S Nedstik;8;40;
15605;TV fra ISS Kloak-& Indust;6;NULL;NULL
79635;UOPLYST_001;NULL;NULL;NULL
154932;vcs-cgm-190318-2;5;500;
15582;TV fra ISS Kloak-& Indust;6;NULL;NULL
42781;TV fra ISS Kloak og Indus;6;NULL;NULL
13066;TV fra ISS Kloak-& Indust;6;NULL;NULL
14726;TV fra ISS Kloak-& Indust;6;NULL;NULL
30378;TV fra ISS Kloak og Indus;6;NULL;NULL
62824;TV fra ISS Kloak og Indus;6;NULL;NULL
14749;TV fra ISS Kloak-& Indust;6;NULL;NULL
26774;TV fra ISS Kloak og Indus;6;NULL;NULL
14772;TV fra ISS Kloak-& Indust;6;NULL;NULL
196572;vcs-lol-200310;5;40;
116;LIFA A/S;5;20;NULL
99678;Per Aarsleff A/S-2;2;1000;
118905;vcs-cgm-180717;5;40;
175347;vcs-cgm-191126-1_001;6;500;
139;LE34-2013-02-28;5;20;NULL
116890;vcs-cgm-180320;5;40;
32771;TV fra ISS Kloak og Indus;6;NULL;NULL
1805;Geopartner;8;NULL;NULL
57577;TV fra ISS Kloak og Indus;6;NULL;NULL
162;LE34-2013-06-20;5;20;NULL
146920;vcs-cgm-190107;5;40;
32376;TV fra ISS Kloak-& Indust;6;NULL;NULL
13143;TV fra ISS Kloak og Indus;6;NULL;NULL
22389;TV fra ISS Kloak & Indust;6;NULL;NULL
62818;TV fra ISS Kloak og Indus;6;NULL;NULL
35579;TV fra ISS Kloak og Indus;6;NULL;NULL
63219;TV fra ISS Kloak og Indus;6;NULL;NULL
27753;TV fra ISS Kloak-& Indust;6;NULL;NULL
83233;vcs-cgm-170901;5;40;
57182;TV fra ISS Kloak og Indus;6;NULL;NULL
26379;TV fra ISS Kloak og Indus;6;NULL;NULL
63611;TV fra ISS Kloak og Indus;6;NULL;NULL
104481;vcs-cgm-180322;5;40;
41971;TV fra ISS Kloak og Indus;6;NULL;NULL
21573;TV fra ISS Kloak & Indust;6;NULL;NULL
173741;vcs-cgm-191003;5;40;
122;D20120820AARSLEFF;5;50;NULL
53973;TV fra ISS Kloak og Indus;6;NULL;NULL
39572;TV fra ISS Kloak og Indus;6;NULL;NULL
13106;TV fra ISS Kloak & Indust;6;NULL;NULL
75221;LIFA A/S_001;5;20;
20783;TV fra ISS Kloak-& Indust;6;NULL;NULL
76;PROJEKTTEGNING (RAMBØLL);2;NULL;NULL
94059;vcs-cgm-180116;5;40;
10650;TV fra ISS Kloak-& Indust;6;NULL;NULL
10255;TV fra ISS Kloak-& Indust;6;NULL;NULL
18370;Arkil;5;NULL;NULL
26780;TV fra ISS Kloak og Indus;6;NULL;NULL
63213;TV fra ISS Kloak og Indus;6;NULL;NULL
59;LIFA A/S 20111038;8;100;NULL
57995;TV fra ISS Kloak og Indus;6;NULL;NULL
19578;TV fra ISS Kloak-& Indust;6;NULL;NULL
13080;TV fra ISS Kloak-& Indust;6;NULL;NULL
48772;TV fra ISS Kloak og Indus;6;NULL;NULL
13149;TV fra Sydjysk Kloak Indu;6;NULL;NULL
26382;TV fra ISS Kloak og Indus;6;NULL;NULL
10212;TV fra ISS Kloak-& Indust;6;NULL;NULL
183356;vcs-cgm-200218;5;40;
92456;vcs-cgm-171219_001;5;40;
88042;LIFA A/S TV;6;40;
163339;TVInspektion_SKANSKA DANM;6;NULL;NULL
33;HVENEGAARD;5;NULL;NULL
39;NIRAS DIGITALISERING;3;NULL;Digitalisering af ledninger ud fra papirkort
14766;TV fra ISS Kloak-& Indust;6;NULL;NULL
166940;vcs-cgm-190924;5;40;
33999;TV fra ISS Kloak-& Indust;6;NULL;NULL
23179;TV fra ISS Kloak & Indust;6;NULL;NULL
27756;TV fra ISS Kloak-& Indust;6;NULL;NULL
16;PROJEKTTEGNING;2;NULL;NULL
182;Skønnet_Værdi2;1;40;NULL
194972;vcs-cgm-200805;5;40;
148520;LE34-2012-09-19_001;5;20;NULL
31978;TV fra ISS Kloak-& Indust;6;NULL;NULL
3803;TV fra FKSSlamson A/S;6;NULL;NULL
42798;TV fra ISS Kloak og Indus;6;NULL;NULL
13123;TV fra Sydjysk Kloak Indu;6;NULL;NULL
25984;TV fra ISS Kloak & Indust;6;NULL;NULL
22781;TV fra ISS Kloak & Indust;6;NULL;NULL
3405;120116_Orbicon;NULL;NULL;NULL
159;LE34-2013-06-12;5;20;NULL
21971;TV fra ISS Kloak & Indust;6;NULL;NULL
186559;LKN byg;5;NULL;NULL
120508;vcs-cgm-180821;5;40;
39973;TV fra ISS Kloak og Indus;6;NULL;NULL
30776;TV fra ISS Kloak og Indus;6;NULL;NULL
69207;Geopartner (GPS)_001;5;NULL;NULL
55974;TV fra ISS Kloak og Indus;6;NULL;NULL
15599;TV fra ISS Kloak-& Indust;6;NULL;NULL
53;FRA BR-RAP;7;NULL;NULL
42386;TV fra ISS Kloak og Indus;6;NULL;NULL
14709;TV fra ISS Kloak-& Indust;6;NULL;NULL
13086;TV fra ISS Kloak-& Indust;6;NULL;NULL
14746;TV fra ISS Kloak-& Indust;6;NULL;NULL
16369;TV fra ISS Kloak Industri;6;NULL;NULL
27693;TV fra ISS Kloak-& Indust;6;NULL;NULL
34371;TV fra ISS Kloak og Indus;6;NULL;NULL
57597;TV fra ISS Kloak og Indus;6;NULL;NULL
22383;TV fra ISS Kloak & Indust;6;NULL;NULL
28383;TV fra ISS Kloak-& Indust;6;NULL;NULL
159738;vcs-cgm-190612;5;40;
9007;TV fra ISS Kloak-& Indust;6;NULL;NULL
140113;vcs-cgm-181116;5;40;
33979;TV fra ISS Kloak-& Indust;6;NULL;NULL
65214;TV fra ISS Kloak og Indus;6;NULL;NULL
59220;TV fra ISS Kloak og Indus;6;NULL;NULL
125712;Geopartner (Brøndrapp_001;7;NULL;NULL
59612;TV fra ISS Kloak og Indus;6;NULL;NULL
28775;TV fra ISS Kloak-& Indust;6;NULL;NULL
7819;TV fra ISS Kloak-& Indust;6;NULL;NULL
10232;TV fra ISS Kloak-& Indust;6;NULL;NULL
52771;TV fra ISS Kloak og Indus;6;NULL;NULL
19970;TV fra ISS Kloak-& Indust;6;NULL;NULL
28377;TV fra ISS Kloak-& Indust;6;NULL;NULL
57199;TV fra ISS Kloak og Indus;6;NULL;NULL
46379;TV fra ISS Kloak og Indus;6;NULL;NULL
110086;vcs-cgm-180312-1_001;NULL;NULL;
13115;TV fra ISS Kloak & Indust;6;NULL;NULL
10221;TV fra ISS Kloak-& Indust;6;NULL;NULL
168543;vcs-lol-191021;5;40;
46388;TV fra ISS Kloak og Indus;6;NULL;NULL
13092;TV fra ISS Kloak-& Indust;6;NULL;NULL
21582;TV fra ISS Kloak & Indust;6;NULL;NULL
165;LE34-2013-06-28;5;20;NULL
188964;vcs-cgm-200513-1;1;40;
56776;TV fra ISS Kloak og Indus;6;NULL;NULL
53172;2015_Stiprojekt;2;NULL;NULL
185360;vcs-cgm-200305;5;40;
170942;vcs-cgm-191107;5;40;
31592;TV fra ISS Kloak-& Indust;6;NULL;NULL
20772;TV fra ISS Kloak-& Indust;6;NULL;NULL
15608;TV fra ISS Kloak-& Indust;6;NULL;NULL
7805;TV fra ISS Kloak-& Indust;6;NULL;NULL
9010;TV fra ISS Kloak-& Indust;6;NULL;NULL
9016;TV fra ISS Kloak-& Indust;6;NULL;NULL
188;VCS-CGM;5;40;NULL
38771;"TV fra DANSK INSPEKTIONS ";6;NULL;NULL
100076;vcs-cgm_015;5;40;
22787;TV fra ISS Kloak-& Indust;6;NULL;NULL
117703;vcs-cgm-171120-2;2;40;
106883;vcs-cgm-180404;5;40;
38376;TV fra ISS Kloak og Indus;6;NULL;NULL
54778;TV fra ISS Kloak og Indus;6;NULL;NULL
10244;TV fra ISS Kloak-& Indust;6;NULL;NULL
13069;TV fra ISS Kloak-& Indust;6;NULL;NULL
30381;TV fra ISS Kloak og Indus;6;NULL;NULL
144115;vcs-cgm-181127;5;40;
115688;vcs-cgm-180614;5;40;
29571;TV fra NKI TV;6;NULL;NULL
125;D20120420AARSLEFF;5;500;NULL
13109;TV fra ISS Kloak & Indust;6;NULL;NULL
65;TOTALSTATION_2008/10/22;5;NULL;NULL
62827;TV fra ISS Kloak og Indus;6;NULL;NULL
88844;vcs-cgm-171206-1;5;40;
104885;vcs-cgm-180306_001;NULL;NULL;
42375;TV fra ISS Kloak og Indus;6;NULL;NULL
10653;TV fra ISS Kloak-& Indust;6;NULL;NULL
14735;TV fra ISS Kloak-& Indust;6;NULL;NULL
19;GRONTMIJ_PROJEKT;2;NULL;NULL
47971;TV fra ISS Kloak og Indus;6;NULL;NULL
58004;TV fra ISS Kloak og Indus;6;NULL;NULL
63222;TV fra ISS Kloak og Indus;6;NULL;NULL
15170;TV fra ISS Kloak-& Indust;6;NULL;NULL
41974;TV fra ISS Kloak og Indus;6;NULL;NULL
15176;TV fra ISS Kloak-& Indust;6;NULL;NULL
26783;TV fra ISS Kloak og Indus;6;NULL;NULL
13155;TV fra ISS Kloak & Indust;6;NULL;NULL
15568;TV fra ISS Kloak-& Indust;6;NULL;NULL
171;LE34-2013-07-08;5;20;NULL
176143;TV-Holst Kloakservice A/S;0;NULL;NULL
176146;Geopartner (GPS)_003;5;NULL;NULL
25;TV-NKI TV;0;NULL;NULL
178948;vcs-cgm-191121;6;500;
63617;TV fra ISS Kloak og Indus;6;NULL;NULL
183757;Munck Forsyning A/S;5;NULL;NULL
62810;TV fra ISS Kloak og Indus;6;NULL;NULL
23182;TV fra ISS Kloak & Indust;6;NULL;NULL
27759;TV fra ISS Kloak-& Indust;6;NULL;NULL
49173;TV fra ISS Kloak og Indus;6;NULL;NULL
156936;vcs-cgm-190409;5;40;
186960;vcs-lol-200206;5;40;NULL
124115;vcs-cgm-180914-;5;NULL;NULL
105;GIS;4;NULL;NULL
26786;TV fra ISS Kloak og Indus;6;NULL;NULL
84038;MICHAELS MASKINSTATION;5;NULL;NULL
37171;TV fra ISS Kloak og Indus;6;NULL;NULL
160537;vcs-cgm-190123;5;40;
124513;vcs-cgm-180907;5;40;
39976;TV fra ISS Kloak og Indus;6;NULL;NULL
85;ULLERUPVÆNGET 2005;3;NULL;"Data er digitaliseret efter ""udført anlæg"" "
9408;TV fra ISS Kloak-& Indust;6;NULL;NULL
142515;Geopartner Nivelleret;5;NULL;NULL
54775;TV fra ISS Kloak og Indus;6;NULL;NULL
57188;TV fra ISS Kloak og Indus;6;NULL;NULL
21974;TV fra ISS Kloak & Indust;6;NULL;NULL
27974;TV fra ISS Kloak-& Indust;6;NULL;NULL
62;SKØNNET 2010;1;NULL;"Skønnet dimension i forbindelse med reguleringsbalancen 2010. Alle ledninger uden dimension er forudsat at have en dimension på 300 mm "
57998;TV fra ISS Kloak og Indus;6;NULL;NULL
14718;TV fra ISS Kloak-& Indust;6;NULL;NULL
19169;TV fra ISS Kloak-& Indust;6;NULL;NULL
42;LE34-2012-05-14;5;20;Aflevering af sydlig del af VEF1
65223;TV fra ISS Kloak og Indus;6;NULL;NULL
103677;Skønnet;1;NULL;NULL
112084;vcs-cgm-180504;5;40;
49571;TV fra ISS Kloak og Indus;6;NULL;NULL
136913;Entreprenør_001;5;NULL;NULL
15588;TV fra ISS Kloak-& Indust;6;NULL;NULL
5;5;5;40;Oprindelsesdata ukendt kun kode angivet
78834;Projekt_001;2;NULL;NULL
21980;TV fra ISS Kloak-& Indust;6;NULL;NULL
25973;TV fra ISS Kloak & Indust;6;NULL;NULL
30387;TV fra ISS Kloak og Indus;6;NULL;NULL
182555;Opmalingsfil;5;NULL;NULL
14712;TV fra ISS Kloak-& Indust;6;NULL;NULL
57586;TV fra ISS Kloak og Indus;6;NULL;NULL
59209;TV fra ISS Kloak og Indus;6;NULL;NULL
22372;TV fra ISS Kloak & Indust;6;NULL;NULL
152124;vcs-cgm-190220;5;40;
16776;TV fra ISS Kloak Industri;6;NULL;NULL
22770;TV fra ISS Kloak & Indust;6;NULL;NULL
33982;TV fra ISS Kloak-& Indust;6;NULL;NULL
33988;TV fra ISS Kloak-& Indust;6;NULL;NULL
17168;TV fra ISS Kloak Industri;6;NULL;NULL
148921;vcs-cgm-190118-1;1;40;
52774;TV fra ISS Kloak og Indus;6;NULL;NULL
42787;TV fra ISS Kloak og Indus;6;NULL;NULL
148;LE34-2013-04-16;5;20;NULL
122512;vcs-cgm-180809;5;40;
34772;TV fra ISS Kloak og Indus;6;NULL;NULL
40772;TV fra ISS Kloak og Indus;6;NULL;NULL
13132;TV fra Sydjysk Kloak Indu;6;NULL;NULL
14755;TV fra ISS Kloak-& Indust;6;NULL;NULL
66806;vcs-cgm_012;5;40;
63225;TV fra ISS Kloak og Indus;6;NULL;NULL
31589;TV fra ISS Kloak-& Indust;6;NULL;NULL
174543;vcs-cgm-191122;5;40;
26371;TV fra ISS Kloak og Indus;6;NULL;NULL
168;LE34-2013-07-10;5;20;NULL
98064;vcs-cgm-180205;1;2000;
56773;TV fra ISS Kloak og Indus;6;NULL;NULL
28386;TV fra ISS Kloak-& Indust;6;NULL;NULL
161739;vcs-lol-190704;5;40;
191;Skønnet_Værdi3;1;40;NULL
46385;TV fra ISS Kloak og Indus;6;NULL;NULL
17171;TV fra ISS Kloak Industri;6;NULL;NULL
13089;TV fra ISS Kloak-& Indust;6;NULL;NULL
22790;TV fra ISS Kloak & Indust;6;NULL;NULL
27745;TV fra ISS Kloak-& Indust;6;NULL;NULL
154128;vcs-cgm-181016_004;5;40;
57583;TV fra ISS Kloak og Indus;6;NULL;NULL
10241;TV fra ISS Kloak-& Indust;6;NULL;NULL
126113;vcs-cgm-180914_001;5;40;
38373;TV fra ISS Kloak og Indus;6;NULL;NULL
13072;TV fra ISS Kloak-& Indust;6;NULL;NULL
30384;TV fra ISS Kloak og Indus;6;NULL;NULL
185;LE34-2013-10-15;5;20;NULL
14300;TV fra ISS Kloak & Indust;6;NULL;NULL
7808;TV fra ISS Kloak-& Indust;6;NULL;NULL
10218;TV fra ISS Kloak-& Indust;6;NULL;NULL
97663;vcs-cgm-180206;5;40;
46391;TV fra ISS Kloak og Indus;6;NULL;NULL
59621;TV fra ISS Kloak og Indus;6;NULL;NULL
13095;TV fra ISS Kloak-& Indust;6;NULL;NULL
21579;TV fra ISS Kloak & Indust;6;NULL;NULL
192170;Geopartner (Stikrappor_02;8;NULL;NULL
31595;TV fra ISS Kloak-& Indust;6;NULL;NULL
20769;TV fra ISS Kloak-& Indust;6;NULL;NULL
15611;TV fra ISS Kloak-& Indust;6;NULL;NULL
45575;TV fra ISS Kloak og Indus;6;NULL;NULL
110484;Munck Forsyingsledninger;50;NULL;NULL
51171;TV fra ISS Kloak og Indus;6;NULL;NULL
58001;TV fra ISS Kloak og Indus;6;NULL;NULL
38379;TV fra ISS Kloak og Indus;6;NULL;NULL
10656;TV fra ISS Kloak-& Indust;6;NULL;NULL
23972;GMCB_projekt;2;NULL;NULL
98874;vcs-cgm-170830_001;5;40;
15966;TV fra HANS JØRGENSEN & S;6;NULL;NULL
128;LE34-2013-01-08;5;20;NULL
133312;vcs-cgm-181025;5;40;
51572;TV fra ISS Kloak og Indus;6;NULL;NULL
120909;vcs-cgm-180822;5;50;
13112;TV fra ISS Kloak & Indust;6;NULL;NULL
22;OPMÅLING ENTREPRENØRFIRMA;5;NULL;NULL
147321;vcs-cgm-190110-1;5;40;
32777;TV fra ISS Kloak og Indus;6;NULL;NULL
184158;HVENEGAARD (GPS)_001;NULL;NULL;NULL
13504;TV fra ISS Kloak & Indust;6;NULL;NULL
195373;vcs-cgm-190613;5;40;
42372;TV fra ISS Kloak og Indus;6;NULL;NULL
14732;TV fra ISS Kloak-& Indust;6;NULL;NULL
62830;TV fra ISS Kloak og Indus;6;NULL;NULL
15173;TV fra ISS Kloak-& Indust;6;NULL;NULL
108;UOPLYST_2008/10/07;0;NULL;NULL
105283;vcs-cgm-180405;5;40;
59206;TV fra ISS Kloak og Indus;6;NULL;NULL
14715;TV fra ISS Kloak-& Indust;6;NULL;NULL
22375;TV fra ISS Kloak & Indust;6;NULL;NULL
82;NEDSTIK;7;NULL;NULL
54772;TV fra ISS Kloak og Indus;6;NULL;NULL
57191;TV fra ISS Kloak og Indus;6;NULL;NULL
14738;TV fra ISS Kloak-& Indust;6;NULL;NULL
15571;TV fra ISS Kloak-& Indust;6;NULL;NULL
156933;Geopartner (Nedstik)_002;8;NULL;NULL
13507;TV fra ISS Kloak-& Indust;6;NULL;NULL
145715;vcs-cgm-181212;5;40;
104078;vcs-cgm_024;5;40;
28781;TV fra ISS Kloak-& Indust;6;NULL;NULL
88;D20080601LIFA A/S LANDIN~;5;50;NULL
57185;TV fra ISS Kloak og Indus;6;NULL;NULL
10659;TV fra ISS Kloak-& Indust;6;NULL;NULL
27971;TV fra ISS Kloak-& Indust;6;NULL;NULL
77228;Geopartner (Totalstat_001;5;NULL;NULL
153730;TVInspektion_Holst Kloaks;6;NULL;NULL
45973;TV fra ISS Kloak og Indus;6;NULL;NULL
168941;vcs-lol-191025;5;40;
16773;TV fra ISS Kloak Industri;6;NULL;NULL
102;DAS5-20040403-5-0;5;NULL;NULL
14758;TV fra ISS Kloak-& Indust;6;NULL;NULL
22369;TV fra ISS Kloak & Indust;6;NULL;NULL
31572;TV fra ISS Kloak-& Indust;6;NULL;NULL
10238;TV fra ISS Kloak-& Indust;6;NULL;NULL
108884;Geopartner (Nivelleme_001;5;NULL;NULL
46371;TV fra ISS Kloak og Indus;6;NULL;NULL
21977;TV fra ISS Kloak & Indust;6;NULL;NULL
25976;TV fra ISS Kloak & Indust;6;NULL;NULL
63205;TV fra ISS Kloak og Indus;6;NULL;NULL
15585;TV fra ISS Kloak-& Indust;6;NULL;NULL
21585;TV fra ISS Kloak & Indust;6;NULL;NULL
45;DAS5--5-0;5;NULL;NULL
62807;TV fra ISS Kloak og Indus;6;NULL;NULL
65220;TV fra ISS Kloak og Indus;6;NULL;NULL
82034;vcs-cgm_010;5;40;
49574;TV fra ISS Kloak og Indus;6;NULL;NULL
145;LE34-2013-03-19;5;20;NULL
13129;TV fra Sydjysk Kloak Indu;6;NULL;NULL
13135;TV fra ISS Kloak & Indust;6;NULL;NULL
2;2;2;NULL;Oprindelsesdata ukendt kun kode angivet
42790;TV fra ISS Kloak og Indus;6;NULL;NULL
25970;TV fra ISS Kloak & Indust;6;NULL;NULL
196973;vcs-lol-191114;5;40;NULL
33985;TV fra ISS Kloak-& Indust;6;NULL;NULL
15591;TV fra ISS Kloak-& Indust;6;NULL;NULL
48;HVENEGAARD (NEDSTIK);8;NULL;NULL
196172;vcs-cgm-200811;5;40;
118505;vcs-cgm-180612-1;6;40;
26775;TV fra ISS Kloak og Indus;6;NULL;NULL
71;LE34-2012-08-06;5;20;NULL
192568;vcs-cgm-191210;5;40;NULL
74821;vcs-cgm_006;5;40;
32371;TV fra ISS Kloak-& Indust;6;NULL;NULL
35574;TV fra ISS Kloak-& Indust;6;NULL;NULL
57177;TV fra ISS Kloak og Indus;6;NULL;NULL
27748;TV fra ISS Kloak-& Indust;6;NULL;NULL
94;DAS5-20040311-5-0;5;NULL;NULL
117;D20121116LANDINSPEKTØRFI~;5;50;NULL
13138;TV fra ISS Kloak og Indus;6;NULL;NULL
23171;TV fra ISS Kloak & Indust;6;NULL;NULL
62819;TV fra ISS Kloak og Indus;6;NULL;NULL
188160;Geoprtner (Nedstik);5;NULL;NULL
15182;TV fra ISS Kloak-& Indust;6;NULL;NULL
63606;TV fra ISS Kloak og Indus;6;NULL;NULL
82833;vcs-cgm_011;5;40;
112886;vcs-cgm-180504_001;5;40;
42381;TV fra ISS Kloak og Indus;6;NULL;NULL
15577;TV fra ISS Kloak-& Indust;6;NULL;NULL
168140;TVInspektion_N.C. Johanse;6;NULL;NULL
41571;TV fra ISS Kloak og Indus;6;NULL;NULL
13144;TV fra ISS Kloak og Indus;6;NULL;NULL
26374;TV fra ISS Kloak og Indus;6;NULL;NULL
178545;Geopartner A/S (GPS);5;NULL;NULL
123314;vcs-cgm-180905;5;40;
148120;vcs-cgm-181217;5;40;
14721;TV fra ISS Kloak-& Indust;6;NULL;NULL
30373;TV fra ISS Kloak og Indus;6;NULL;NULL
10250;TV fra ISS Kloak-& Indust;6;NULL;NULL
93659;vcs-cgm-170926-1;5;40;NULL
104482;vcs-cgm-180319;5;40;
31;LE34-2012-06-28;5;20;NULL
39573;TV fra ISS Kloak og Indus;6;NULL;NULL
17970;TV fra ISS Kloak-& Indust;6;NULL;NULL
26380;TV fra ISS Kloak og Indus;6;NULL;NULL
63228;TV fra ISS Kloak og Indus;6;NULL;NULL
75222;LIFA A/S_002;5;20;
139312;vcs-cgm-180919;5;40;
31598;TV fra ISS Kloak-& Indust;6;NULL;NULL
57572;TV fra ISS Kloak og Indus;6;NULL;NULL
20778;TV fra ISS Kloak-& Indust;6;NULL;NULL
164141;GPS indmåling_2017_FKSS;5;NULL;NULL
53974;TV fra ISS Kloak og Indus;6;NULL;NULL
22793;TV fra ISS Kloak & Indust;6;NULL;NULL
152929;vcs-cgm-180731-1;6;500;
48372;TV fra ISS Kloak og Indus;6;NULL;NULL
29978;TV fra ISS Kloak og Indus;6;NULL;NULL
9812;TV fra ISS Kloak-& Indust;6;NULL;NULL
58010;TV fra ISS Kloak og Indus;6;NULL;NULL
173341;vcs-lol-191030;5;40;
101276;vcs-cgm_018;5;40;
30771;TV fra ISS Kloak og Indus;6;NULL;NULL
63214;TV fra ISS Kloak og Indus;6;NULL;NULL
15594;TV fra ISS Kloak-& Indust;6;NULL;NULL
177;LE34-2013-08-29;5;20;NULL
42793;TV fra ISS Kloak og Indus;6;NULL;NULL
46374;TV fra ISS Kloak og Indus;6;NULL;NULL
154;LE34-2013-05-31;5;20;NULL
7814;TV fra ISS Kloak-& Indust;6;NULL;NULL
13101;TV fra Sydjysk Kloak Indu;6;NULL;NULL
14761;TV fra ISS Kloak-& Indust;6;NULL;NULL
19175;TV fra ISS Kloak-& Indust;6;NULL;NULL
134;LE34-2013-02-19;5;20;NULL
16782;TV fra ISS Kloak Industri;6;NULL;NULL
84436;vcs-cgm-170919;5;40;
33994;TV fra ISS Kloak-& Indust;6;NULL;NULL
42773;TV fra ISS Kloak og Indus;6;NULL;NULL
130513;vcs-cgm-181011;5;40;
33974;TV fra ISS Kloak-& Indust;6;NULL;NULL
42799;TV fra ISS Kloak og Indus;6;NULL;NULL
14741;TV fra ISS Kloak-& Indust;6;NULL;NULL
25979;TV fra ISS Kloak & Indust;6;NULL;NULL
111;LE34-2012-10-25;5;20;NULL
14767;TV fra ISS Kloak-& Indust;6;NULL;NULL
151320;BR.RAP-Per Aarsleff A/S;7;NULL;NULL
93261;Sweco_nedstik;8;NULL;NULL
25169;TV-FKS a/s;0;NULL;NULL
26792;TV fra ISS Kloak og Indus;6;NULL;NULL
54;DIGITALISERING;5;NULL;Koter noteret på tegninger af Frede Ploog i forbindelse med rettelser
62816;TV fra ISS Kloak og Indus;6;NULL;NULL
98863;vcs-cgm-170830-2;6;500;NULL
55571;vcs-cgm XY(TV) DIM(TV);6;400;NULL
16370;TV fra ISS Kloak Industri;6;NULL;NULL
10227;TV fra ISS Kloak-& Indust;6;NULL;NULL
190570;LE34-2012-06-25_01;5;20;NULL
60005;TV fra ISS Kloak og Indus;6;NULL;NULL
63208;TV fra ISS Kloak og Indus;6;NULL;NULL
15600;TV fra ISS Kloak-& Indust;6;NULL;NULL
21588;TV fra ISS Kloak & Indust;6;NULL;NULL
8604;Entr. Hans H. Pedersen;5;NULL;NULL
91;DAS7;1;NULL;NULL
31973;TV fra ISS Kloak-& Indust;6;NULL;NULL
57194;TV fra ISS Kloak og Indus;6;NULL;NULL
59613;TV fra ISS Kloak og Indus;6;NULL;NULL
13075;TV fra ISS Kloak-& Indust;6;NULL;NULL
65209;TV fra ISS Kloak og Indus;6;NULL;NULL
22384;TV fra ISS Kloak & Indust;6;NULL;NULL
28372;TV fra ISS Kloak-& Indust;6;NULL;NULL
31581;TV fra ISS Kloak-& Indust;6;NULL;NULL
194171;VCS-CGM-29-07-2020;5;NULL;NULL
22776;TV fra ISS Kloak & Indust;6;NULL;NULL
19573;TV fra ISS Kloak-& Indust;6;NULL;NULL
57200;TV fra ISS Kloak og Indus;6;NULL;NULL
59607;TV fra ISS Kloak og Indus;6;NULL;NULL
13081;TV fra ISS Kloak-& Indust;6;NULL;NULL
21986;TV fra ISS Kloak & Indust;6;NULL;NULL
197;OPMÅLING EKSTRA ENTREPREN;5;NULL;NULL
191366;vcs-cgm-200602;5;40;NULL
154529;vcs-cgm-190311;5;40;
57592;TV fra ISS Kloak og Indus;6;NULL;NULL
